ID,Trajectory,Speed Change,Direction Change,Speed,Cluster
78.0,6.0,-0.12,0.0,0.12,2
78.0,6.0,1.2,-0.8400000000000001,0.0,2
78.0,6.0,-0.78,0.79,1.2,2
78.0,6.0,-0.1599999999999999,1.4700000000000002,0.42,2
78.0,6.0,0.8600000000000001,-1.62,0.26,2
78.0,6.0,-0.32,-1.1700000000000002,1.12,2
78.0,6.0,-0.5700000000000001,1.1,0.8,2
78.0,6.0,0.1999999999999999,-0.92,0.23,2
78.0,6.0,-0.43,0.0,0.43,2
78.0,6.0,0.27,-2.79,0.0,2
78.0,6.0,0.0,2.41,0.27,2
78.0,6.0,-0.09,-1.46,0.27,2
78.0,6.0,0.12,2.54,0.18,2
78.0,6.0,-0.1599999999999999,3.043185307179586,0.3,2
78.0,6.0,-0.05,-3.0131853071795858,0.14,2
78.0,6.0,-0.03,-2.68,0.09,2
78.0,6.0,0.14,0.93,0.06,2
78.0,6.0,-0.11,-2.04,0.2,2
78.0,6.0,0.29,-2.133185307179586,0.09,2
78.0,6.0,-0.28,-1.47,0.38,2
78.0,6.0,0.24,2.19,0.1,2
78.0,6.0,-0.2,2.3831853071795863,0.34,2
78.0,6.0,-0.05,2.17,0.14,2
78.0,6.0,0.41,-0.34,0.09,2
78.0,6.0,0.06,0.92,0.5,2
78.0,6.0,0.1899999999999999,-0.31,0.56,2
78.0,7.0,-0.8599999999999999,0.5000000000000001,1.63,2
78.0,7.0,-0.7,-2.06,0.77,2
78.0,7.0,0.7,2.06,0.07,2
78.0,7.0,-0.5900000000000001,2.173185307179587,0.77,2
78.0,7.0,0.46,-1.5531853071795867,0.18,2
78.0,7.0,-0.43,-1.99,0.64,2
78.0,7.0,0.21,1.72,0.21,2
78.0,7.0,-0.38,2.173185307179586,0.42,2
78.0,7.0,0.23,0.6500000000000004,0.04,2
78.0,7.0,-0.11,-2.8031853071795867,0.27,2
78.0,7.0,-0.0199999999999999,-3.02,0.16,2
78.0,7.0,0.09,2.1100000000000003,0.14,2
78.0,7.0,0.26,0.4199999999999999,0.23,2
78.0,7.0,-0.38,-0.1699999999999999,0.49,2
78.0,7.0,0.08,-2.92,0.11,2
78.0,7.0,-0.03,-0.1400000000000001,0.19,2
78.0,7.0,0.0199999999999999,-2.9031853071795863,0.16,2
78.0,7.0,0.01,-0.79,0.18,2
78.0,7.0,0.55,2.04,0.19,2
78.0,7.0,-0.63,3.1331853071795863,0.74,2
78.0,7.0,-0.08,0.0,0.11,2
78.0,7.0,-0.03,0.0,0.03,2
78.0,7.0,0.04,0.79,0.0,2
78.0,7.0,0.18,2.68,0.04,2
78.0,7.0,-0.14,1.7831853071795862,0.22,2
78.0,7.0,0.0999999999999999,1.93,0.08,2
78.0,7.0,-0.18,0.0,0.18,2
78.0,7.0,0.0,0.0,0.0,2
78.0,7.0,0.0,0.0,0.0,2
78.0,7.0,0.07,2.44,0.0,2
78.0,7.0,0.0,-2.55,0.07,2
78.0,7.0,0.6100000000000001,0.33,0.07,2
78.0,7.0,-0.53,1.52,0.68,2
78.0,7.0,-0.0799999999999999,-2.83,0.15,2
78.0,7.0,0.16,-2.9431853071795864,0.07,2
78.0,7.0,-0.04,-0.47,0.23,2
78.0,7.0,0.15,-1.89,0.19,2
78.0,7.0,-0.34,0.0,0.34,2
78.0,7.0,0.07,2.16,0.0,2
78.0,7.0,1.02,-0.81,0.07,2
78.0,8.0,-0.68,0.0,0.68,2
78.0,8.0,0.37,-0.4,0.0,2
78.0,8.0,0.4,0.25,0.37,2
78.0,8.0,-0.14,-0.18,0.77,2
78.0,8.0,-0.34,0.6799999999999999,0.63,2
78.0,8.0,0.3999999999999999,-0.7499999999999999,0.29,2
78.0,8.0,-0.1599999999999999,-0.24,0.69,2
78.0,8.0,-0.41,-1.18,0.53,2
78.0,8.0,0.05,1.82,0.12,2
78.0,8.0,0.0399999999999999,-2.6500000000000004,0.17,2
78.0,8.0,-0.0099999999999999,2.28,0.21,2
78.0,8.0,0.0399999999999999,-2.6,0.2,2
78.0,8.0,0.2,-2.253185307179586,0.24,2
78.0,8.0,0.34,-0.25,0.44,2
78.0,8.0,-0.6000000000000001,2.4031853071795863,0.78,2
78.0,8.0,0.04,1.1699999999999997,0.18,2
78.0,8.0,-0.09,-2.703185307179586,0.22,2
78.0,8.0,0.0499999999999999,-2.47,0.13,2
78.0,8.0,0.09,0.23,0.18,2
78.0,8.0,-0.27,0.0,0.27,2
78.0,8.0,0.08,0.0099999999999999,0.0,2
78.0,8.0,-0.08,0.0,0.08,2
78.0,8.0,0.76,0.93,0.0,2
78.0,8.0,-0.65,-3.12,0.76,2
78.0,8.0,0.74,2.31,0.11,2
78.0,8.0,-0.6699999999999999,-0.36,0.85,2
78.0,8.0,0.28,1.66,0.18,2
78.0,9.0,-0.1,-0.4299999999999999,0.54,1
78.0,9.0,-0.19,0.08,0.44,1
78.0,9.0,-0.21,-0.8700000000000001,0.25,1
78.0,9.0,-0.04,0.0,0.04,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.14,0.33,0.0,1
78.0,9.0,0.42,-0.39,0.14,1
78.0,9.0,-0.18,1.0699999999999998,0.56,1
78.0,9.0,0.52,-0.1899999999999999,0.38,1
78.0,9.0,-0.87,1.0799999999999998,0.9,1
78.0,9.0,0.64,-0.6399999999999999,0.03,1
78.0,9.0,-0.65,2.993185307179586,0.67,1
78.0,9.0,0.02,1.57,0.02,1
78.0,9.0,-0.01,2.36,0.04,1
78.0,9.0,0.61,0.06,0.03,1
78.0,9.0,-0.27,-2.15,0.64,1
78.0,9.0,-0.1699999999999999,-1.06,0.37,1
78.0,9.0,0.18,1.54,0.2,1
78.0,9.0,-0.31,0.2299999999999999,0.38,1
78.0,9.0,-0.07,0.0,0.07,1
78.0,9.0,0.0,0.0,0.0,1
78.0,9.0,0.08,-0.1899999999999999,0.0,1
78.0,9.0,0.0,0.54,0.08,1
78.0,9.0,0.48,0.1699999999999999,0.08,1
78.0,10.0,0.04,-0.41,0.99,2
78.0,10.0,-0.47,-0.25,1.03,2
78.0,10.0,0.1599999999999999,0.05,0.56,2
78.0,10.0,-0.6499999999999999,-0.92,0.72,2
78.0,10.0,0.0,0.98,0.07,2
78.0,10.0,0.78,0.12,0.07,2
78.0,10.0,-0.38,0.52,0.85,2
78.0,10.0,0.1099999999999999,-0.5700000000000001,0.47,2
78.0,10.0,0.0,-0.04,0.58,2
78.0,10.0,-0.48,0.17,0.58,2
78.0,10.0,0.6,-0.52,0.1,2
78.0,10.0,-0.23,-1.39,0.45,2
78.0,10.0,0.74,1.34,0.22,2
78.0,10.0,0.08,-0.1800000000000001,0.96,2
78.0,10.0,-0.2,-0.4299999999999997,1.04,2
78.0,10.0,-0.78,2.2731853071795864,0.84,2
78.0,10.0,0.5,-1.8631853071795863,0.06,2
78.0,10.0,-0.5,-2.21,0.56,2
78.0,10.0,0.17,-1.11,0.06,2
78.0,10.0,0.1,-2.9231853071795864,0.23,2
78.0,10.0,0.33,-0.56,0.33,2
78.0,10.0,-0.63,-1.2199999999999998,0.66,2
78.0,10.0,-0.03,0.0,0.03,2
78.0,10.0,0.0,0.0,0.0,2
78.0,10.0,0.3,0.71,0.0,2
78.0,10.0,-0.19,-0.31,0.3,2
78.0,10.0,0.11,0.0,0.11,2
78.0,10.0,-0.2,0.3800000000000001,0.22,2
78.0,10.0,0.11,-0.32,0.02,2
78.0,10.0,-0.05,-0.4599999999999999,0.13,2
78.0,10.0,0.09,0.1599999999999999,0.08,2
78.0,10.0,-0.17,0.0,0.17,2
78.0,10.0,0.04,-2.52,0.0,2
78.0,10.0,0.16,0.1,0.04,2
78.0,10.0,0.0399999999999999,-3.0731853071795863,0.2,2
78.0,10.0,-0.1999999999999999,-0.6299999999999999,0.24,2
78.0,10.0,-0.04,0.0,0.04,2
78.0,10.0,0.38,2.133185307179586,0.0,2
78.0,10.0,0.35,-1.3931853071795857,0.38,2
72.0,1.0,0.16,-0.4299999999999999,0.4,1
72.0,1.0,-0.31,0.03,0.56,1
72.0,1.0,-0.25,0.0,0.25,1
72.0,1.0,0.43,0.73,0.0,1
72.0,1.0,-0.41,-0.2299999999999999,0.43,1
72.0,1.0,-0.02,0.0,0.02,1
72.0,1.0,0.0,0.0,0.0,1
72.0,1.0,0.0,0.0,0.0,1
72.0,1.0,0.0,0.0,0.0,1
72.0,1.0,0.0,0.0,0.0,1
72.0,1.0,0.0,0.0,0.0,1
72.0,1.0,0.11,-0.3800000000000001,0.0,1
72.0,1.0,-0.09,1.95,0.11,1
72.0,1.0,-0.02,0.0,0.02,1
72.0,1.0,0.18,-1.6800000000000002,0.0,1
72.0,1.0,0.0,0.0,0.18,1
72.0,1.0,-0.18,0.0,0.18,1
72.0,1.0,0.15,-0.1699999999999999,0.0,1
72.0,1.0,-0.09,-0.04,0.15,1
72.0,1.0,-0.03,-0.4599999999999999,0.06,1
72.0,1.0,0.0,1.5699999999999998,0.03,1
72.0,1.0,0.13,-0.6599999999999999,0.03,1
72.0,1.0,-0.16,0.0,0.16,1
72.0,1.0,0.02,-0.1299999999999999,0.0,1
72.0,1.0,0.26,0.1399999999999999,0.02,1
72.0,1.0,-0.26,-0.1399999999999999,0.28,1
72.0,1.0,-0.02,0.0,0.02,1
72.0,1.0,0.06,0.3199999999999998,0.0,1
72.0,1.0,0.0,-2.21,0.06,1
72.0,1.0,-0.06,0.0,0.06,1
72.0,1.0,0.38,1.84,0.0,1
72.0,1.0,-0.29,0.5099999999999998,0.38,1
72.0,1.0,-0.09,0.0,0.09,1
72.0,1.0,0.14,-0.4599999999999997,0.0,1
72.0,1.0,0.1599999999999999,-0.07,0.14,1
72.0,1.0,-0.3,0.0,0.3,1
72.0,1.0,0.17,-0.29,0.0,1
72.0,1.0,-0.17,0.0,0.17,1
72.0,1.0,0.02,-2.78,0.0,1
72.0,1.0,0.0699999999999999,2.68,0.02,1
72.0,1.0,-0.0499999999999999,0.0,0.09,1
72.0,1.0,-0.04,0.0,0.04,1
72.0,1.0,0.0,0.0,0.0,1
72.0,1.0,0.36,0.3499999999999998,0.0,1
72.0,1.0,0.14,0.1500000000000001,0.36,1
72.0,2.0,-1.16,-1.37,1.18,2
72.0,2.0,0.83,1.29,0.02,2
72.0,2.0,-0.83,1.85,0.85,2
72.0,2.0,0.0,-3.14,0.02,2
72.0,2.0,-0.02,0.0,0.02,2
72.0,2.0,0.15,1.29,0.0,2
72.0,2.0,-0.15,0.0,0.15,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.36,-0.31,0.0,2
72.0,2.0,-0.32,0.1300000000000001,0.36,2
72.0,2.0,0.1999999999999999,0.4599999999999999,0.04,2
72.0,2.0,-0.22,0.0,0.24,2
72.0,2.0,0.0099999999999999,0.7899999999999998,0.02,2
72.0,2.0,0.0,-1.5699999999999998,0.03,2
72.0,2.0,-0.0099999999999999,0.78,0.03,2
72.0,2.0,0.0399999999999999,-0.32,0.02,2
72.0,2.0,-0.03,-0.4599999999999999,0.06,2
72.0,2.0,0.01,0.78,0.03,2
72.0,2.0,0.12,-0.1200000000000001,0.04,2
72.0,2.0,-0.14,-1.45,0.16,2
72.0,2.0,0.14,1.57,0.02,2
72.0,2.0,-0.1,0.0,0.16,2
72.0,2.0,-0.06,0.0,0.06,2
72.0,2.0,0.12,0.0,0.0,2
72.0,2.0,-0.0999999999999999,-1.57,0.12,2
72.0,2.0,-0.02,0.0,0.02,2
72.0,2.0,0.02,1.57,0.0,2
72.0,2.0,-0.02,0.0,0.02,2
72.0,2.0,0.04,0.0,0.0,2
72.0,2.0,-0.04,0.0,0.04,2
72.0,2.0,0.06,-2.3600000000000003,0.0,2
72.0,2.0,-0.06,0.0,0.06,2
72.0,2.0,0.36,2.25,0.0,2
72.0,2.0,-0.24,0.1100000000000001,0.36,2
72.0,2.0,-0.12,0.0,0.12,2
72.0,2.0,0.02,0.0,0.0,2
72.0,2.0,0.02,0.0,0.02,2
72.0,2.0,-0.04,0.0,0.04,2
72.0,2.0,0.56,0.1099999999999998,0.0,2
72.0,2.0,-0.5,0.2099999999999999,0.56,2
72.0,2.0,-0.06,0.0,0.06,2
72.0,2.0,0.02,-0.3199999999999998,0.0,2
72.0,2.0,0.0,0.0,0.02,2
72.0,2.0,0.32,0.0,0.02,2
72.0,2.0,-0.34,0.0,0.34,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.35,-0.29,0.0,2
72.0,2.0,-0.29,-0.49,0.35,2
72.0,2.0,0.18,0.78,0.06,2
72.0,2.0,-0.24,0.0,0.24,2
72.0,2.0,0.0,0.0,0.0,2
72.0,2.0,0.42,0.05,0.0,2
72.0,2.0,-0.3199999999999999,-0.25,0.42,2
72.0,3.0,-1.42,-3.0,1.52,1
72.0,3.0,1.27,3.02,0.1,1
72.0,3.0,-1.35,-3.02,1.37,1
72.0,3.0,0.6799999999999999,2.79,0.02,1
72.0,3.0,-0.6599999999999999,0.3500000000000001,0.7,1
72.0,3.0,0.13,-0.3600000000000001,0.04,1
72.0,3.0,-0.09,-0.4199999999999999,0.17,1
72.0,3.0,-0.08,0.0,0.08,1
72.0,3.0,0.16,0.6599999999999999,0.0,1
72.0,3.0,-0.13,-2.24,0.16,1
72.0,3.0,-0.0099999999999999,2.3600000000000003,0.03,1
72.0,3.0,0.19,-0.29,0.02,1
72.0,3.0,-0.21,0.0,0.21,1
72.0,3.0,0.04,0.29,0.0,1
72.0,3.0,0.31,0.2299999999999999,0.04,1
72.0,3.0,-0.3299999999999999,1.34,0.35,1
72.0,3.0,0.16,-1.57,0.02,1
72.0,3.0,-0.18,0.0,0.18,1
72.0,3.0,0.0,0.0,0.0,1
72.0,3.0,0.0,0.0,0.0,1
72.0,3.0,0.03,-0.78,0.0,1
72.0,3.0,0.31,0.72,0.03,1
72.0,3.0,-0.34,0.0,0.34,1
72.0,3.0,0.13,-0.3999999999999999,0.0,1
72.0,3.0,-0.13,0.0,0.13,1
72.0,3.0,0.35,0.0499999999999998,0.0,1
72.0,3.0,-0.35,0.0,0.35,1
72.0,3.0,0.6,0.04,0.0,1
72.0,3.0,-0.2199999999999999,0.3700000000000001,0.6,1
72.0,4.0,0.6100000000000001,0.01,0.2,2
72.0,4.0,-0.77,0.4100000000000001,0.81,2
72.0,4.0,0.21,-0.32,0.04,2
72.0,4.0,-0.09,0.4499999999999999,0.25,2
72.0,4.0,0.06,-0.2199999999999999,0.16,2
72.0,4.0,0.0199999999999999,0.01,0.22,2
72.0,4.0,-0.24,0.0,0.24,2
72.0,4.0,0.16,0.33,0.0,2
72.0,4.0,-0.14,2.893185307179586,0.16,2
72.0,4.0,0.06,2.9000000000000004,0.02,2
72.0,4.0,-0.04,-2.9000000000000004,0.08,2
72.0,4.0,-0.02,3.14,0.04,2
72.0,4.0,0.58,-0.24,0.02,2
72.0,4.0,-0.54,1.81,0.6,2
72.0,4.0,0.07,-2.03,0.06,2
72.0,4.0,-0.1,2.8131853071795865,0.13,2
72.0,4.0,-0.03,0.0,0.03,2
72.0,4.0,0.14,-2.493185307179586,0.0,2
72.0,4.0,-0.12,-3.0,0.14,2
72.0,4.0,0.0,-1.5731853071795865,0.02,2
72.0,4.0,-0.02,0.0,0.02,2
72.0,4.0,0.0,0.0,0.0,2
72.0,4.0,0.1,-1.57,0.0,2
72.0,4.0,0.18,0.0,0.1,2
72.0,4.0,-0.28,0.0,0.28,2
72.0,4.0,0.23,-0.27,0.0,2
72.0,4.0,-0.23,0.0,0.23,2
72.0,4.0,0.24,-0.4600000000000001,0.0,2
72.0,4.0,-0.24,0.0,0.24,2
72.0,4.0,0.11,0.35,0.0,2
72.0,4.0,-0.09,-2.76,0.11,2
72.0,4.0,-0.02,0.0,0.02,2
72.0,4.0,0.17,2.3600000000000003,0.0,2
72.0,4.0,-0.17,0.0,0.17,2
72.0,4.0,0.37,0.27,0.0,2
72.0,4.0,-0.37,0.0,0.37,2
72.0,4.0,0.35,0.2199999999999999,0.0,2
72.0,4.0,-0.1499999999999999,0.09,0.35,2
72.0,4.0,-0.09,-0.5800000000000001,0.2,2
72.0,4.0,-0.05,0.4599999999999999,0.11,2
72.0,4.0,-0.06,0.0,0.06,2
72.0,4.0,0.0,0.0,0.0,2
72.0,4.0,0.0,0.0,0.0,2
72.0,4.0,0.0,0.0,0.0,2
72.0,4.0,0.04,-1.25,0.0,2
72.0,4.0,0.1,1.43,0.04,2
72.0,4.0,0.73,0.3,0.14,2
72.0,5.0,-0.0999999999999999,0.1399999999999999,0.72,2
72.0,5.0,0.37,0.52,0.62,2
72.0,5.0,-0.95,-2.58,0.99,2
72.0,5.0,0.04,2.68,0.04,2
72.0,5.0,-0.0099999999999999,-2.16,0.08,2
72.0,5.0,0.06,1.05,0.07,2
