ID,Trajectory,Speed Change,Direction Change
57.0,2.0,-0.03,-0.8099999999999999
57.0,2.0,-0.07,0.84
57.0,2.0,0.16999999999999998,-4.04
57.0,2.0,0.10000000000000003,1.19
57.0,2.0,-0.32,3.4400000000000004
57.0,2.0,0.64,-4.68
57.0,2.0,-0.43000000000000005,2.32
57.0,2.0,0.009999999999999981,1.4
57.0,2.0,-0.24,0.0
57.0,2.0,0.29,0.37
57.0,2.0,-0.11999999999999997,-0.18999999999999995
57.0,2.0,-0.04000000000000001,2.03
57.0,2.0,0.19,-5.359999999999999
57.0,2.0,-0.04999999999999999,5.45
57.0,2.0,-0.23,-0.22999999999999998
57.0,2.0,0.38,-1.5500000000000003
57.0,2.0,-0.42,0.0
57.0,2.0,0.17,-1.75
57.0,2.0,0.01999999999999999,2.51
57.0,2.0,-0.09,-4.1
57.0,2.0,0.04999999999999999,4.0600000000000005
57.0,2.0,0.23,0.54
57.0,2.0,0.16000000000000003,-2.69
57.0,2.0,-0.41000000000000003,0.76
57.0,2.0,0.16999999999999998,-0.46
57.0,2.0,-0.12999999999999998,-1.93
57.0,2.0,-0.03,2.07
57.0,2.0,-0.12000000000000001,1.4300000000000002
57.0,2.0,0.16,-4.6
57.0,2.0,0.03,3.75
57.0,2.0,-0.10999999999999999,-0.52
57.0,2.0,-0.07,0.5900000000000001
57.0,2.0,0.59,-0.28
57.0,2.0,0.28,0.13
57.0,2.0,-0.5,0.7799999999999999
57.0,3.0,-1.58,-1.23
57.0,3.0,0.08000000000000002,1.15
57.0,3.0,-0.38,-3.42
57.0,3.0,0.16999999999999998,3.1
57.0,3.0,-0.25,-2.91
57.0,3.0,0.47000000000000003,2.71
57.0,3.0,-0.43000000000000005,-0.5499999999999998
57.0,3.0,-0.060000000000000005,-0.26
57.0,3.0,0.030000000000000006,-3.66
57.0,3.0,0.009999999999999995,4.12
57.0,3.0,0.0,0.25
57.0,3.0,1.88,-0.6300000000000001
57.0,4.0,-1.71,-4.71
57.0,4.0,-0.12,4.46
57.0,4.0,0.28,0.41000000000000014
57.0,4.0,-0.34,-3.3
57.0,4.0,0.36999999999999994,2.83
57.0,4.0,-0.25999999999999995,-2.24
57.0,4.0,0.31,3.44
57.0,4.0,-0.10999999999999999,-0.45999999999999996
57.0,4.0,0.29000000000000004,-0.14000000000000012
57.0,4.0,0.6099999999999999,-0.53
57.0,5.0,-0.010000000000000009,-0.05999999999999961
57.0,5.0,-0.44,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.07,-2.1300000000000003
57.0,5.0,0.009999999999999995,2.5500000000000003
57.0,5.0,-0.05,-5.5
57.0,5.0,0.9299999999999999,1.5499999999999998
57.0,5.0,1.9099999999999997,-3.58
57.0,5.0,-3.14,0.0
57.0,5.0,0.11,-4.52
57.0,5.0,0.13,2.76
57.0,5.0,0.44999999999999996,-2.94
57.0,5.0,-0.25999999999999995,5.890000000000001
57.0,5.0,-0.020000000000000018,-0.010000000000000231
57.0,5.0,0.21000000000000002,0.14000000000000012
57.0,5.0,-0.62,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.78,-3.0500000000000003
57.0,5.0,-0.47000000000000003,2.56
57.0,5.0,-0.010000000000000009,0.06000000000000005
57.0,5.0,-0.3,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.06,-3.9
57.0,5.0,0.0,3.1399999999999997
57.0,5.0,-0.06,0.0
57.0,5.0,0.02,-1.89
57.0,5.0,-0.02,0.0
57.0,5.0,0.27,2.03
57.0,5.0,-0.07,-4.24
57.0,5.0,-0.2,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.0,0.0
57.0,5.0,0.45,1.65
57.0,5.0,-0.2,3.46
57.0,5.0,-0.21,-0.21999999999999975
57.0,5.0,0.34,0.020000000000000018
57.0,5.0,-0.35,-1.9100000000000001
57.0,5.0,0.22,1.03
57.0,5.0,0.08000000000000002,-0.06000000000000005
57.0,5.0,0.03999999999999998,0.6700000000000002
57.0,5.0,0.43000000000000005,-1.09
57.0,5.0,1.3,0.0
57.0,6.0,-1.63,-3.71
57.0,6.0,-0.5599999999999999,5.57
57.0,6.0,0.32999999999999996,-1.7400000000000002
57.0,6.0,0.49,-0.06999999999999984
57.0,6.0,-0.71,-2.58
57.0,6.0,0.0,1.25
57.0,6.0,0.54,1.36
57.0,6.0,-0.47000000000000003,-1.1600000000000001
57.0,6.0,0.18,2.4499999999999997
57.0,6.0,-0.2,-1.2999999999999998
57.0,6.0,-0.12,0.21999999999999997
57.0,6.0,0.69,0.9799999999999998
57.0,6.0,-0.27,-4.04
57.0,6.0,0.09999999999999998,3.13
57.0,6.0,-0.35,-4.24
57.0,6.0,-0.07,5.220000000000001
57.0,6.0,0.01999999999999999,-4.41
57.0,6.0,-0.07999999999999999,3.16
57.0,6.0,-0.08,-2.9400000000000004
57.0,6.0,0.18000000000000002,0.19999999999999996
57.0,6.0,0.6699999999999999,1.96
57.0,6.0,-0.77,0.9800000000000001
57.0,6.0,-0.060000000000000005,-1.11
57.0,6.0,0.060000000000000005,2.68
57.0,6.0,0.1,-2.72
57.0,6.0,0.6499999999999999,-0.7
57.0,6.0,-0.69,-0.77
57.0,6.0,-0.07,-0.06000000000000005
57.0,6.0,-0.06,3.4699999999999998
57.0,6.0,0.6,-1.44
57.0,6.0,-0.59,0.65
57.0,6.0,-0.010000000000000002,-2.3600000000000003
57.0,6.0,0.19,0.79
57.0,6.0,-0.04000000000000001,1.46
57.0,6.0,-0.03999999999999998,0.25
57.0,6.0,-0.12000000000000001,-0.1399999999999999
57.0,6.0,0.09,0.7899999999999998
57.0,6.0,-0.03,-1.0299999999999998
57.0,6.0,0.09000000000000001,-0.54
57.0,6.0,0.0,-0.43000000000000005
57.0,6.0,0.11000000000000001,0.84
57.0,7.0,-0.8300000000000001,-0.5200000000000002
57.0,7.0,-0.12,0.6599999999999999
57.0,7.0,0.45,-3.42
57.0,7.0,-0.26,3.44
57.0,7.0,1.91,-3.21
57.0,7.0,-0.2,5.88
57.0,7.0,-0.03999999999999998,-0.1499999999999999
57.0,7.0,0.21999999999999997,-3.17
57.0,7.0,1.9699999999999998,1.72
57.0,7.0,0.0,-1.2
57.0,7.0,-2.1599999999999997,2.08
57.0,7.0,0.11000000000000004,-4.220000000000001
57.0,7.0,-0.2,5.16
57.0,7.0,0.04999999999999999,-5.890000000000001
57.0,7.0,-0.37,0.0
57.0,7.0,0.42,4.78
57.0,7.0,-0.33999999999999997,-0.08999999999999986
57.0,7.0,-0.08,0.0
57.0,7.0,0.24,-0.9800000000000001
57.0,7.0,-0.15,1.19
57.0,7.0,0.07,-5.05
57.0,7.0,-0.14,1.45
57.0,7.0,0.74,1.8900000000000001
57.0,7.0,-0.54,-3.28
57.0,7.0,-0.12,2.03
57.0,7.0,0.65,-2.05
57.0,7.0,-0.07999999999999996,4.76
57.0,8.0,-0.3800000000000001,-1.3199999999999998
57.0,8.0,-1.66,-4.4399999999999995
57.0,8.0,-0.08,0.0
57.0,8.0,0.68,4.89
57.0,8.0,-0.26000000000000006,-0.47
57.0,8.0,-0.12,-0.08000000000000007
57.0,8.0,0.9099999999999999,-3.4699999999999998
57.0,8.0,-0.39,3.8499999999999996
57.0,8.0,0.2600000000000001,-1.56
57.0,8.0,-0.8600000000000001,-2.01
57.0,8.0,0.36,2.41
57.0,8.0,-0.48,-0.020000000000000018
57.0,8.0,-0.1,0.0
57.0,8.0,0.24,2.07
57.0,8.0,-0.06,-2.82
57.0,8.0,-0.06999999999999999,0.49
57.0,8.0,0.039999999999999994,-3.12
57.0,8.0,0.4,3.3200000000000003
57.0,8.0,-0.4,-0.29999999999999993
57.0,8.0,0.020000000000000018,-2.4699999999999998
57.0,8.0,-0.07,0.41999999999999993
57.0,8.0,0.42000000000000004,2.77
57.0,8.0,-0.48000000000000004,0.1100000000000001
57.0,8.0,-0.04,0.0
57.0,8.0,0.54,-1.57
57.0,8.0,-0.38,2.91
57.0,8.0,0.5499999999999999,-1.08
57.0,9.0,-0.5200000000000001,-1.48
57.0,9.0,-0.20999999999999996,0.94
57.0,9.0,-0.18,-2.74
57.0,9.0,0.22000000000000003,2.37
57.0,9.0,-0.020000000000000018,-2.88
57.0,9.0,-0.14,0.6600000000000001
57.0,9.0,0.040000000000000036,3.42
57.0,9.0,0.78,-3.23
57.0,9.0,-1.1,-1.05
57.0,9.0,0.30999999999999994,2.39
57.0,9.0,0.40000000000000013,-1.61
57.0,9.0,-0.2500000000000001,-4.01
57.0,9.0,-0.77,3.26
57.0,9.0,0.81,2.74
57.0,9.0,-0.85,-4.09
57.0,9.0,-0.04,0.0
57.0,9.0,0.02,1.11
57.0,9.0,0.009999999999999998,-0.79
57.0,9.0,-0.03,0.0
57.0,9.0,0.04,3.47
57.0,9.0,0.16,-0.3200000000000003
57.0,9.0,-0.04000000000000001,0.6600000000000001
57.0,9.0,-0.01999999999999999,-3.61
57.0,9.0,-0.04000000000000001,3.73
57.0,9.0,-0.08,-1.57
57.0,9.0,0.02,1.57
57.0,9.0,0.19,-0.6600000000000001
57.0,9.0,-0.23,0.0
57.0,9.0,0.0,0.0
57.0,9.0,0.0,0.0
57.0,9.0,0.1,-0.27
57.0,9.0,-0.04000000000000001,-3.46
57.0,9.0,-0.06,0.0
57.0,9.0,0.78,3.2199999999999998
57.0,10.0,-0.08000000000000007,1.41
57.0,10.0,-2.07,-0.04999999999999982
57.0,10.0,1.31,-0.5500000000000003
57.0,10.0,0.20999999999999996,-1.8399999999999999
57.0,10.0,-1.0,1.68
57.0,10.0,-0.54,-0.3999999999999999
57.0,10.0,0.11,1.2499999999999998
57.0,10.0,-0.13,0.0
57.0,10.0,0.34,-0.040000000000000036
57.0,11.0,-1.25,-2.62
57.0,11.0,0.19000000000000017,2.0
57.0,11.0,-1.34,0.0
57.0,11.0,0.0,0.0
57.0,11.0,0.0,0.0
57.0,11.0,0.0,0.0
57.0,11.0,0.0,0.0
57.0,11.0,0.0,0.0
57.0,11.0,0.19,-0.10000000000000009
57.0,11.0,-0.13,-0.24
57.0,11.0,0.05,0.06000000000000005
57.0,11.0,-0.07,0.07999999999999985
57.0,11.0,0.07999999999999999,0.5700000000000003
57.0,11.0,-0.12,0.0
57.0,11.0,0.4,0.23999999999999977
57.0,11.0,-0.4,0.0
57.0,11.0,0.0,0.0
57.0,11.0,0.27,0.0
57.0,11.0,0.81,-1.5499999999999998
57.0,12.0,-2.0500000000000003,-1.33
57.0,12.0,0.7,-0.76
57.0,12.0,0.050000000000000044,2.73
57.0,12.0,-0.6100000000000001,-3.28
57.0,12.0,-0.16,0.97
57.0,12.0,0.26,2.3499999999999996
57.0,12.0,-0.12,-0.6299999999999999
57.0,12.0,0.6100000000000001,-0.74
57.0,12.0,-0.41000000000000003,-4.03
57.0,12.0,-0.47,5.91
57.0,12.0,1.44,-0.8500000000000001
57.0,13.0,-2.2199999999999998,-0.9199999999999997
57.0,13.0,1.2400000000000002,-0.9400000000000001
57.0,13.0,0.06999999999999984,1.48
57.0,13.0,-1.66,0.0
57.0,13.0,0.42,-3.3099999999999996
57.0,13.0,0.22000000000000003,3.0
57.0,13.0,-0.5800000000000001,1.57
57.0,13.0,0.51,-0.18000000000000016
57.0,13.0,-0.36999999999999994,-1.39
57.0,13.0,1.48,0.15999999999999992
57.0,14.0,1.2400000000000002,-0.7400000000000002
57.0,14.0,-1.97,-0.040000000000000036
57.0,14.0,-0.09,0.7800000000000002
57.0,14.0,0.0,-1.57
57.0,14.0,0.039999999999999994,-2.8200000000000003
57.0,14.0,0.07,-0.6399999999999999
57.0,14.0,0.04999999999999999,2.75
57.0,14.0,-0.18,0.0
57.0,14.0,0.0,0.0
57.0,14.0,0.0,0.0
57.0,14.0,0.0,0.0
57.0,14.0,0.22,0.7100000000000001
57.0,14.0,-0.2,0.0
57.0,14.0,0.02,1.11
57.0,14.0,0.10999999999999999,-3.97
57.0,14.0,-0.10999999999999999,0.17999999999999994
57.0,14.0,-0.04,0.0
57.0,14.0,0.21,3.1900000000000004
57.0,14.0,-0.13,-0.75
57.0,14.0,0.15999999999999998,-0.6000000000000001
57.0,14.0,-0.06,-3.16
57.0,14.0,-0.18,0.0
57.0,14.0,0.02,0.8600000000000001
57.0,14.0,0.039999999999999994,3.46
57.0,14.0,0.46,0.6799999999999999
57.0,14.0,-0.39,-2.8899999999999997
57.0,14.0,-0.13,0.0
57.0,14.0,0.0,0.0
57.0,14.0,0.31,2.44
57.0,14.0,-0.25,-0.2300000000000002
57.0,14.0,0.010000000000000009,0.6599999999999999
57.0,14.0,0.0,-5.1
57.0,14.0,-0.030000000000000006,4.58
57.0,14.0,2.65,-0.020000000000000018
57.0,15.0,-2.4400000000000004,0.26
57.0,15.0,-0.5999999999999999,-0.7
57.0,15.0,1.19,1.21
57.0,15.0,-0.9,-2.5300000000000002
57.0,15.0,-0.76,1.3900000000000001
57.0,15.0,0.5,-0.16000000000000014
57.0,15.0,-0.39999999999999997,0.06000000000000005
57.0,15.0,0.08000000000000002,1.4000000000000001
57.0,15.0,-0.12000000000000002,-4.26
57.0,15.0,0.07,0.4600000000000002
57.0,15.0,-0.12,2.03
57.0,15.0,-0.04000000000000001,-0.32
57.0,15.0,-0.06,0.0
57.0,15.0,0.0,0.0
57.0,15.0,0.13,0.35000000000000003
57.0,15.0,-0.06,0.30999999999999994
57.0,15.0,0.8300000000000001,0.3900000000000001
57.0,16.0,-0.3400000000000003,-0.6899999999999997
57.0,16.0,-2.3699999999999997,-4.0600000000000005
57.0,16.0,-0.39,0.0
57.0,16.0,0.22,2.3400000000000003
57.0,16.0,0.0,3.4299999999999997
57.0,16.0,0.5,-0.36999999999999966
57.0,16.0,0.0,-2.68
57.0,17.0,-3.63,-0.17000000000000015
57.0,17.0,0.6099999999999999,1.29
57.0,17.0,0.16000000000000014,-1.3199999999999998
57.0,17.0,-0.4800000000000001,-2.05
57.0,17.0,-0.52,0.95
57.0,17.0,-0.060000000000000005,2.68
57.0,17.0,-0.04,0.0
57.0,17.0,0.0,0.0
57.0,17.0,0.14,-1.11
57.0,18.0,-3.85,-0.11999999999999988
57.0,18.0,-0.020000000000000004,-1.37
57.0,18.0,0.24,1.51
57.0,18.0,0.32,-0.3899999999999999
57.0,18.0,-0.64,0.0
57.0,18.0,0.09,-0.010000000000000009
57.0,18.0,0.6900000000000001,0.8599999999999999
57.0,18.0,-0.66,-2.51
57.0,18.0,0.36,2.95
57.0,19.0,3.51,-1.09
57.0,19.0,-3.87,-1.37
57.0,19.0,1.84,1.6
57.0,20.0,-0.81,-0.07999999999999985
57.0,20.0,-2.85,-0.1100000000000001
57.0,20.0,-0.07,0.0
57.0,20.0,0.0,0.0
57.0,20.0,0.0,0.0
57.0,20.0,0.0,0.0
57.0,20.0,0.0,0.0
57.0,20.0,0.23,-3.34
57.0,20.0,0.28,3.1999999999999997
57.0,20.0,-0.39,-0.6699999999999999
57.0,20.0,-0.07999999999999999,2.5100000000000002
57.0,20.0,-0.04,0.0
57.0,20.0,0.03,-1.8900000000000001
57.0,20.0,-0.03,0.0
57.0,20.0,0.3,0.78
57.0,20.0,0.6499999999999999,-0.1100000000000001
57.0,21.0,-2.03,1.7500000000000002
57.0,21.0,-0.8200000000000001,-1.32
57.0,21.0,-0.07999999999999999,-2.76
57.0,21.0,-0.22,0.0
57.0,21.0,0.23,3.11
57.0,21.0,0.5700000000000001,-3.11
57.0,21.0,0.44999999999999996,2.48
57.0,21.0,-0.52,0.73
57.0,21.0,-0.73,0.0
57.0,21.0,0.69,0.9199999999999999
57.0,22.0,-2.25,-0.8699999999999999
57.0,22.0,-1.9799999999999998,-3.57
57.0,22.0,0.6000000000000001,3.91
57.0,22.0,-0.16000000000000003,0.3699999999999999
57.0,22.0,-0.07,-3.21
57.0,22.0,-0.3,3.05
57.0,22.0,0.53,-4.07
57.0,22.0,0.07999999999999996,3.1
57.0,22.0,-0.54,1.69
57.0,22.0,0.49,-4.79
57.0,22.0,0.15000000000000002,4.36
57.0,22.0,0.07000000000000006,-1.79
57.0,23.0,-2.17,-0.07000000000000006
57.0,23.0,0.22999999999999998,1.2400000000000002
57.0,23.0,-1.13,-4.58
57.0,23.0,-0.010000000000000009,3.7399999999999998
57.0,23.0,0.21000000000000002,0.16000000000000014
57.0,23.0,-0.12000000000000002,-0.029999999999999805
57.0,23.0,-0.16,-3.41
57.0,23.0,-0.06,0.0
57.0,23.0,0.0,0.0
57.0,23.0,0.42,2.6799999999999997
57.0,23.0,-0.19999999999999998,-0.24
57.0,23.0,4.5,1.48
57.0,24.0,-1.45,-0.3600000000000001
57.0,24.0,0.8400000000000001,0.56
57.0,24.0,-0.4,-1.3199999999999998
57.0,24.0,-0.2400000000000001,-3.28
57.0,24.0,-0.5399999999999999,3.8
57.0,24.0,0.16,-0.05999999999999983
57.0,24.0,-0.22,-0.6500000000000001
57.0,24.0,0.13,1.11
57.0,24.0,-0.04999999999999999,-0.6200000000000001
57.0,24.0,-0.15000000000000002,2.1900000000000004
57.0,24.0,0.02,-3.14
57.0,24.0,0.13,-2.78
57.0,24.0,0.29999999999999993,4.0
57.0,25.0,-0.22999999999999998,0.26
57.0,25.0,-1.05,0.19999999999999996
57.0,25.0,0.06,-2.02
57.0,25.0,0.6200000000000001,1.92
57.0,25.0,-0.81,-1.72
57.0,25.0,0.38,-0.7
57.0,25.0,0.45999999999999996,-2.42
57.0,25.0,-0.6,3.12
57.0,25.0,-0.07999999999999996,-2.46
57.0,25.0,0.06,4.15
57.0,25.0,-0.21000000000000002,-4.51
57.0,25.0,-0.04000000000000001,0.79
57.0,25.0,0.020000000000000004,4.39
57.0,25.0,0.030000000000000013,-3.34
57.0,25.0,0.36,3.42
57.0,25.0,-0.19,-0.41000000000000014
57.0,25.0,-0.07,-0.5399999999999998
57.0,25.0,-0.12,1.6500000000000001
57.0,25.0,-0.04999999999999999,-5.300000000000001
57.0,25.0,0.39999999999999997,3.38
57.0,26.0,-1.17,-0.35
57.0,26.0,0.20999999999999996,0.84
57.0,26.0,-0.38999999999999996,-3.4699999999999998
57.0,26.0,-0.020000000000000018,3.27
57.0,26.0,-0.22999999999999998,-0.9800000000000001
57.0,26.0,-0.07,0.0
57.0,26.0,1.07,1.13
57.0,26.0,-0.91,-0.020000000000000018
57.0,26.0,-0.16,0.0
57.0,26.0,0.16,-4.15
57.0,26.0,-0.16,0.0
57.0,26.0,0.07,3.04
57.0,26.0,0.03,0.050000000000000044
57.0,26.0,0.12,0.93
57.0,26.0,-0.04000000000000001,-0.45999999999999996
57.0,26.0,0.020000000000000018,0.8799999999999999
57.0,26.0,-0.14,-1.2
57.0,26.0,0.53,1.5699999999999998
57.0,26.0,-0.020000000000000018,-2.04
57.0,26.0,-0.13999999999999996,-0.13
57.0,26.0,-0.43,0.0
57.0,26.0,0.24,-3.25
57.0,26.0,-0.24,0.0
57.0,26.0,0.08,4.390000000000001
57.0,27.0,-2.13,-1.83
57.0,27.0,0.2,1.49
57.0,27.0,-0.010000000000000009,-3.5599999999999996
57.0,27.0,0.22999999999999998,3.9
57.0,27.0,0.41000000000000003,0.05999999999999983
57.0,27.0,-0.77,0.21999999999999997
57.0,27.0,-0.039999999999999994,-3.44
57.0,27.0,0.25,4.03
57.0,27.0,0.73,-2.21
57.0,27.0,-0.8800000000000001,-1.6
57.0,27.0,0.3,-1.95
57.0,27.0,-0.45999999999999996,6.2
57.0,27.0,0.09999999999999999,-4.17
57.0,27.0,0.020000000000000018,4.03
57.0,27.0,-0.04000000000000001,-3.93
57.0,27.0,0.07999999999999999,3.6100000000000003
57.0,27.0,-0.12,-3.47
57.0,27.0,-0.019999999999999997,3.47
57.0,27.0,0.04,0.45999999999999996
57.0,27.0,-0.08,0.0
57.0,27.0,0.0,0.0
57.0,27.0,0.38,-1.57
57.0,27.0,-0.26,-3.31
57.0,27.0,0.64,1.69
57.0,27.0,-0.5,2.52
57.0,27.0,-0.24000000000000002,-4.04
57.0,27.0,0.0,3.14
57.0,27.0,0.02,-3.14
57.0,27.0,0.9099999999999999,1.25
57.0,27.0,-0.6299999999999999,2.4099999999999997
57.0,27.0,-0.16,-4.99
57.0,27.0,-0.04000000000000001,5.88
57.0,27.0,-0.12,0.0
57.0,27.0,0.2,-0.2599999999999998
57.0,27.0,0.33,-0.8000000000000003
57.0,28.0,-2.94,1.32
57.0,28.0,0.16999999999999998,-2.8600000000000003
57.0,28.0,-0.14999999999999997,-2.83
57.0,28.0,0.10999999999999999,2.05
57.0,28.0,0.31000000000000005,0.21000000000000002
57.0,28.0,-0.33000000000000007,-1.55
57.0,28.0,0.56,1.4200000000000002
57.0,28.0,-1.7999999999999998,1.2500000000000002
57.0,28.0,-0.06,-3.93
57.0,28.0,0.8,-2.33
57.0,28.0,0.050000000000000044,2.7800000000000002
57.0,28.0,-0.050000000000000044,0.32
57.0,28.0,-0.21999999999999997,2.6
57.0,28.0,0.7399999999999999,-0.9500000000000002
57.0,28.0,-0.22999999999999998,1.37
57.0,28.0,-1.13,0.14000000000000012
57.0,28.0,-0.02,0.0
57.0,28.0,0.0,0.0
57.0,28.0,0.0,0.0
57.0,28.0,0.0,0.0
57.0,28.0,0.16,-1.32
57.0,28.0,0.13999999999999999,-0.18000000000000016
57.0,28.0,-0.24,-0.3899999999999999
57.0,29.0,0.010000000000000009,-0.55
57.0,29.0,-0.9600000000000001,-1.71
57.0,29.0,1.2999999999999998,2.19
57.0,29.0,-1.5,-0.08000000000000007
57.0,29.0,0.73,-0.33000000000000007
57.0,30.0,2.16,-0.31000000000000005
57.0,30.0,-2.16,0.72
57.0,30.0,0.22000000000000008,-1.2799999999999998
57.0,30.0,-0.55,-1.44
57.0,30.0,0.26,4.01
57.0,30.0,0.4800000000000001,-2.42
57.0,30.0,-1.08,0.26
57.0,30.0,0.16,1.0999999999999999
57.0,30.0,0.29,-0.31999999999999984
57.0,30.0,-0.45999999999999996,-3.14
57.0,30.0,0.32,2.52
57.0,31.0,-2.31,1.4400000000000002
57.0,31.0,0.77,-1.3400000000000003
57.0,31.0,-1.1199999999999999,0.17000000000000015
57.0,31.0,0.0,-1.57
57.0,31.0,0.46,1.88
57.0,31.0,-0.38,-0.30999999999999983
57.0,31.0,-0.14,0.0
57.0,31.0,1.8,-0.16000000000000014
57.0,32.0,-1.1799999999999997,1.3399999999999999
57.0,32.0,-2.54,-3.38
57.0,32.0,0.51,1.29
57.0,32.0,-0.79,-1.31
57.0,32.0,0.9,3.91
57.0,32.0,-0.9,-1.5000000000000002
57.0,32.0,0.0,-2.41
57.0,32.0,-0.12000000000000001,2.55
57.0,32.0,-0.02,0.0
57.0,32.0,0.07,0.5900000000000001
57.0,32.0,0.8200000000000001,-0.2500000000000002
57.0,33.0,-0.6299999999999999,0.1200000000000001
57.0,33.0,-1.86,1.52
57.0,33.0,-0.22,0.0
57.0,33.0,0.26,-3.71
57.0,33.0,-0.010000000000000009,-2.33
57.0,33.0,-0.21,4.01
57.0,33.0,0.38,0.8999999999999997
57.0,34.0,-3.09,1.0899999999999999
57.0,34.0,1.6900000000000002,-1.2799999999999998
57.0,34.0,-2.64,0.0
57.0,34.0,0.09,1.35
57.0,34.0,0.21,0.45999999999999996
57.0,34.0,0.23000000000000004,-1.9100000000000001
57.0,34.0,-0.06000000000000005,0.69
57.0,34.0,-0.12,-1.17
57.0,34.0,-0.24,1.2
57.0,34.0,0.16000000000000003,-1.01
57.0,35.0,-0.8900000000000001,-0.20999999999999996
57.0,35.0,0.5,-1.3199999999999998
57.0,35.0,-1.63,-3.19
57.0,35.0,0.7999999999999999,0.77
57.0,35.0,0.0,3.52
57.0,35.0,0.1100000000000001,0.4299999999999997
57.0,35.0,-0.68,-0.8099999999999996
57.0,35.0,1.0299999999999998,-1.9600000000000002
57.0,35.0,-0.7499999999999999,-2.9699999999999998
57.0,35.0,-0.31,3.52
57.0,35.0,-0.09000000000000002,-2.86
57.0,35.0,-0.1,4.05
57.0,35.0,-0.01999999999999999,-2.44
57.0,35.0,0.15999999999999998,1.5999999999999999
57.0,35.0,-0.16999999999999998,-3.25
57.0,35.0,-0.12,0.0
57.0,35.0,0.34,5.25
57.0,35.0,-0.30000000000000004,-5.17
57.0,35.0,0.32,2.1399999999999997
57.0,35.0,-0.15999999999999998,-3.05
57.0,35.0,0.72,3.99
57.0,36.0,-0.6300000000000001,-0.030000000000000027
75.0,1.0,0.02,1.5692036732051036
75.0,1.0,0.08,-0.20000000000000018
75.0,1.0,-0.060000000000000005,-3.4
75.0,1.0,0.19,-0.08000000000000002
75.0,1.0,0.03,-0.13
75.0,1.0,-0.08000000000000002,0.21000000000000002
75.0,1.0,-0.13999999999999999,0.0
75.0,1.0,0.35000000000000003,2.56
75.0,1.0,-0.26,-2.77
75.0,1.0,0.06,0.10999999999999999
75.0,1.0,-0.19,0.0
75.0,1.0,0.0,0.0
75.0,1.0,0.0,0.0
75.0,1.0,0.15,-2.3
75.0,1.0,0.21,4.43
75.0,2.0,-0.9500000000000001,-0.2699999999999998
75.0,2.0,0.9400000000000001,0.30999999999999983
75.0,2.0,0.05999999999999983,0.030000000000000027
75.0,2.0,-0.3799999999999999,-0.040000000000000036
75.0,2.0,-0.69,-0.15999999999999992
75.0,2.0,0.12,-0.1399999999999999
75.0,2.0,0.54,0.029999999999999805
75.0,2.0,-0.51,-1.8599999999999999
75.0,2.0,-0.009999999999999981,2.29
