Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,53.0,-0.41,0.0,-1.06,0.4681850954462545,1,1,0,0,1.0,1.14,,
0.5,53.0,-0.41,0.0,-0.95,0.7986445142883845,1,0,0,0,1.0,1.03,0.22,1.57
1.0,53.0,-0.41,0.0,-0.95,0.8607909765629221,1,0,0,0,1.0,1.03,0.0,1.57
1.5,53.0,-0.41,0.0,-0.95,0.8912288205860025,1,0,0,0,1.0,1.03,0.0,1.57
2.0,53.0,-0.41,0.0,-0.95,0.882889986485824,1,0,0,0,1.0,1.03,0.0,1.57
2.5,53.0,-0.41,0.0,-1.05,0.593548430425578,1,1,0,0,1.0,1.13,0.2,-1.57
3.0,53.0,-0.39,0.0,-1.01,0.5041188067509397,1,1,0,0,1.0,1.08,0.09,1.11
3.5,53.0,0.03,0.0,-1.04,0.2837889655779513,0,0,1,1,1.0,1.04,0.84,-0.07
4.0,53.0,0.28,0.02,-0.93,0.48972263294878976,0,0,1,1,1.0,0.97,0.55,0.41
4.5,53.0,0.44,0.0,-0.72,0.8855409670866782,0,0,0,1,1.0,0.84,0.53,0.92
5.0,,,,,,,,,,,,,
5.5,,,,,,,,,,,,,
6.0,,,,,,,,,,,,,
6.5,,,,,,,,,,,,,
7.0,,,,,,,,,,,,,
7.5,,,,,,,,,,,,,
8.0,53.0,-0.84,0.0,-9.73,1.1170019946301109,1,0,0,0,2.0,9.77,,
8.5,53.0,-0.83,0.0,-9.6,1.4458094418819358,0,0,0,0,2.0,9.64,0.26,1.49
9.0,53.0,-0.76,0.0,-9.43,1.3949687163563342,0,0,0,0,2.0,9.46,0.37,1.18
9.5,53.0,-0.56,0.0,-8.86,1.4094788950652246,0,0,0,0,2.0,8.88,1.21,1.23
10.0,53.0,-0.25,0.0,-8.14,-4.6908725613661035,1,0,0,0,2.0,8.14,1.57,1.16
10.5,53.0,0.0,0.0,-7.85,1.2873689934379584,0,1,0,0,2.0,7.85,0.77,0.86
