Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,,,,,,,,,,,,,
0.5,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,
1.5,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,
3.5,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,
4.5,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,
5.5,,,,,,,,,,,,,
6.0,,,,,,,,,,,,,
6.5,,,,,,,,,,,,,
7.0,81.0,-1.19,0.0,-9.93,-4.452757291516517,0.0,0.0,0.0,0.0,1.0,10.0,,
7.5,81.0,-0.72,0.0,-9.35,-4.571678790759655,0.0,0.0,1.0,0.0,1.0,9.38,1.49,0.89
8.0,81.0,-0.74,0.0,-9.3,-4.524851606928648,0.0,0.0,1.0,0.0,1.0,9.33,0.11,1.95
8.5,81.0,-0.41,0.0,-8.72,-4.486906403661038,0.0,0.0,0.0,0.0,1.0,8.73,1.33,1.05
9.0,81.0,-0.38,0.0,-8.2,-4.501095930479752,0.0,0.0,0.0,0.0,1.0,8.21,1.04,1.51
9.5,81.0,-0.01,0.0,-7.92,-4.584184074850194,0.0,0.0,0.0,0.0,1.0,7.92,0.93,0.65
10.0,81.0,0.08,0.0,-7.76,-4.561095114175561,0.0,0.0,0.0,1.0,1.0,7.76,0.37,1.06
10.5,81.0,0.3,0.0,-7.06,-4.471350284038013,0.0,0.0,0.0,0.0,1.0,7.07,1.47,1.27
11.0,81.0,0.3,0.0,-7.04,-4.58743562324666,0.0,0.0,0.0,0.0,1.0,7.05,0.04,1.57
11.5,81.0,0.29,0.0,-6.66,-4.606965857576476,0.0,0.0,1.0,0.0,1.0,6.67,0.76,1.6
12.0,81.0,0.35,0.0,-6.19,-4.629138520393812,0.0,0.0,1.0,0.0,1.0,6.2,0.95,1.44
12.5,81.0,0.29,0.0,-6.27,-4.631758259601056,0.0,1.0,0.0,0.0,1.0,6.28,0.2,-2.21
13.0,81.0,0.31,0.0,-5.85,-4.622434710736902,0.0,1.0,0.0,0.0,1.0,5.86,0.84,1.52
13.5,81.0,0.32,0.0,-5.45,-4.586454748207038,1.0,0.0,0.0,0.0,1.0,5.46,0.8,1.55
14.0,81.0,0.38,0.0,-5.16,-4.585744399201477,0.0,0.0,0.0,0.0,1.0,5.17,0.59,1.37
14.5,81.0,0.72,0.0,-4.51,-4.578457649574401,0.0,0.0,0.0,0.0,1.0,4.57,1.47,1.09
15.0,81.0,0.74,0.0,-4.33,-4.54729305045079,0.0,0.0,0.0,0.0,1.0,4.39,0.36,1.46
15.5,81.0,0.79,0.0,-4.3,-4.540254137577497,0.0,0.0,0.0,0.0,1.0,4.37,0.12,0.54
16.0,81.0,0.72,0.0,-3.67,-4.528331793457124,0.0,0.0,0.0,0.0,1.0,3.74,1.27,1.68
16.5,81.0,0.69,0.0,-3.68,-4.522895092837162,0.0,0.0,0.0,1.0,1.0,3.74,0.06,-2.82
17.0,81.0,0.37,0.0,-3.08,-4.534597525471784,1.0,0.0,1.0,0.0,1.0,3.1,1.36,2.06
17.5,81.0,0.36,0.0,-3.0,-4.5390812763201565,1.0,1.0,0.0,1.0,1.0,3.02,0.16,1.7
18.0,81.0,0.26,0.0,-2.26,-4.52954479728726,1.0,0.0,0.0,1.0,1.0,2.27,1.49,1.71
18.5,81.0,0.27,0.0,-2.25,-4.515589144588313,1.0,0.0,0.0,1.0,1.0,2.27,0.03,0.79
