Start Time(s),X(°),Y(°)
0,118.779405833333,32.0441605
1,118.779405,32.044159
2,118.779406166667,32.0441545
3,118.779403833333,32.0441526666667
4,118.779399166667,32.0441503333333
5,118.779395,32.0441488333333
6,118.779396666667,32.0441453333333
7,118.779397333333,32.0441426666667
8,118.779400333333,32.044141
9,118.779401666667,32.0441406666667
10,118.779402166667,32.0441391666667
11,118.779405,32.0441375
12,118.779422,32.04414
13,118.779432833333,32.0441371666667
14,118.779447833333,32.0441361666667
15,118.779453333333,32.0441336666667
16,118.779465666667,32.0441368333333
17,118.7794665,32.0441363333333
18,118.779464,32.044132
19,118.779468,32.0441268333333
20,118.779475166667,32.0441208333333
21,118.779479833333,32.0441198333333
22,118.779481166667,32.0441201666667
23,118.7794915,32.0441181666667
24,118.779499166667,32.0441181666667
25,118.779500166667,32.0441175
26,118.779504,32.0441185
27,118.779507666667,32.0441208333333
28,118.779510666667,32.0441216666667
29,118.779506666667,32.044121
30,118.779503666667,32.0441233333333
31,118.779501333333,32.0441268333333
32,118.779496666667,32.0441265
33,118.779495666667,32.0441245
34,118.779496333333,32.0441233333333
35,118.779500833333,32.0441228333333
36,118.779508,32.0441235
37,118.779514166667,32.044123
38,118.779515666667,32.0441208333333
39,118.779517666667,32.0441183333333
40,118.779514833333,32.04412
41,118.779507166667,32.044122
42,118.779506,32.0441186666667
43,118.779509833333,32.044118
44,118.779512833333,32.044119
45,118.779511,32.0441228333333
46,118.779507333333,32.0441316666667
47,118.7795015,32.0441428333333
48,118.779496666667,32.044153
49,118.779498833333,32.0441581666667
50,118.779502333333,32.044157
51,118.7795,32.0441543333333
52,118.779499,32.0441521666667
53,118.7794975,32.0441526666667
54,118.779494666667,32.0441461666667
55,118.779502166667,32.0441415
56,118.779509166667,32.0441368333333
57,118.779514,32.0441338333333
58,118.7795175,32.0441326666667
59,118.779524,32.0441323333333
60,118.7795325,32.0441336666667
61,118.779538833333,32.044136
62,118.779538833333,32.044137
63,118.779536833333,32.0441343333333
64,118.779533,32.0441305
65,118.779527666667,32.044127
66,118.779525166667,32.0441258333333
67,118.779523333333,32.044125
68,118.779516833333,32.0441255
69,118.779514333333,32.044126
70,118.779512333333,32.0441288333333
71,118.7795085,32.0441301666667
72,118.779501833333,32.0441316666667
73,118.7795,32.0441331666667
74,118.779499333333,32.0441328333333
75,118.779497833333,32.0441331666667
76,118.7794965,32.0441323333333
77,118.7794965,32.0441323333333
78,118.7794965,32.0441323333333
79,118.7794965,32.0441323333333
80,118.7794965,32.0441323333333
81,118.7794965,32.0441323333333
82,118.7794965,32.0441323333333
83,118.7794965,32.0441323333333
84,118.7794965,32.0441323333333
85,118.7794965,32.0441323333333
86,118.7794965,32.0441323333333
87,118.7794965,32.0441323333333
88,118.7794965,32.0441323333333
89,118.7794965,32.0441323333333
90,118.7794965,32.0441323333333
91,118.7794965,32.0441323333333
92,118.7794965,32.0441323333333
93,118.7794965,32.0441323333333
94,118.7794965,32.0441323333333
95,118.7794965,32.0441323333333
96,118.7794965,32.0441323333333
97,118.7794965,32.0441323333333
98,118.7794965,32.0441323333333
99,118.7794965,32.0441323333333
100,118.7794965,32.0441323333333
101,118.7794965,32.0441323333333
102,118.7794965,32.0441323333333
103,118.7794965,32.0441323333333
104,118.7794965,32.0441323333333
105,118.7794965,32.0441323333333
106,118.7794965,32.0441323333333
107,118.7794965,32.0441323333333
108,118.7794965,32.0441323333333
109,118.7794965,32.0441323333333
110,118.7794965,32.0441323333333
111,118.7794965,32.0441323333333
112,118.7794965,32.0441323333333
113,118.779496166667,32.0441331666667
114,118.779496166667,32.0441331666667
115,118.779496166667,32.0441331666667
116,118.779496166667,32.0441331666667
117,118.779496166667,32.0441331666667
118,118.779497333333,32.0441333333333
119,118.779493666667,32.0441351666667
120,118.779493666667,32.0441351666667
121,118.779493666667,32.0441351666667
122,118.779493666667,32.0441351666667
123,118.779493666667,32.0441351666667
124,118.779493666667,32.0441351666667
125,118.779493666667,32.0441351666667
126,118.7794935,32.0441363333333
127,118.7794935,32.0441363333333
128,118.7794935,32.0441363333333
129,118.7794935,32.0441363333333
130,118.7794935,32.0441363333333
131,118.7794935,32.0441363333333
132,118.779500666667,32.0441355
133,118.779500666667,32.0441355
134,118.779500666667,32.0441355
135,118.779500666667,32.0441355
136,118.779500666667,32.0441355
137,118.779500666667,32.0441355
138,118.779506833333,32.0441358333333
139,118.779511666667,32.044134
140,118.779511666667,32.044134
141,118.779511666667,32.044134
142,118.779511666667,32.044134
143,118.779511666667,32.044134
144,118.779511666667,32.044134
145,118.779511666667,32.044134
146,118.779511666667,32.044134
147,118.779511666667,32.044134
148,118.779511666667,32.044134
149,118.779511666667,32.044134
150,118.779511666667,32.044134
151,118.779508166667,32.0441356666667
152,118.779508166667,32.0441356666667
153,118.779507333333,32.0441363333333
154,118.779507333333,32.0441363333333
155,118.779507333333,32.0441363333333
156,118.779507333333,32.0441363333333
157,118.779507333333,32.0441363333333
158,118.779507333333,32.0441363333333
159,118.779507333333,32.0441363333333
160,118.779507333333,32.0441363333333
161,118.779507333333,32.0441363333333
162,118.779507333333,32.0441363333333
163,118.779507333333,32.0441363333333
164,118.779507333333,32.0441363333333
165,118.779507333333,32.0441363333333
166,118.779507333333,32.0441363333333
167,118.7795045,32.0441373333333
168,118.779499833333,32.044139
169,118.779499833333,32.044139
170,118.779499833333,32.044139
171,118.779499833333,32.044139
172,118.779499833333,32.044139
173,118.779499833333,32.044139
174,118.779499833333,32.044139
175,118.7794985,32.0441466666667
176,118.7794985,32.0441466666667
177,118.779498833333,32.0441468333333
178,118.779498833333,32.0441468333333
179,118.779489833333,32.0441515
180,118.779480833333,32.0441568333333
181,118.779480833333,32.0441568333333
182,118.779476666667,32.0441573333333
183,118.779476666667,32.0441573333333
184,118.779476666667,32.0441573333333
185,118.779476666667,32.0441573333333
186,118.779476666667,32.0441573333333
187,118.779478666667,32.044155
188,118.779473,32.0441531666667
189,118.779473,32.0441531666667
190,118.779473,32.0441531666667
191,118.779473,32.0441531666667
192,118.779472,32.044153
193,118.779472,32.044153
194,118.779472,32.044153
195,118.779472,32.044153
196,118.779472,32.044153
197,118.779472666667,32.0441543333333
198,118.779472666667,32.0441543333333
199,118.779472666667,32.0441543333333
200,118.779472666667,32.0441543333333
201,118.779472666667,32.0441543333333
202,118.779472666667,32.0441543333333
203,118.779472666667,32.0441543333333
204,118.779472666667,32.0441543333333
205,118.779472666667,32.0441543333333
206,118.779472666667,32.0441543333333
207,118.779475166667,32.044155
208,118.779475166667,32.044153
209,118.779476333333,32.0441521666667
210,118.779476333333,32.0441521666667
211,118.779476,32.0441531666667
212,118.779475166667,32.0441533333333
213,118.779475166667,32.0441533333333
214,118.779475166667,32.0441533333333
215,118.779475166667,32.0441533333333
216,118.779475166667,32.0441533333333
217,118.779475166667,32.0441533333333
218,118.779474166667,32.0441543333333
219,118.779474166667,32.0441543333333
220,118.779474166667,32.0441543333333
221,118.7794685,32.0441551666667
222,118.7794685,32.0441551666667
223,118.7794685,32.0441551666667
224,118.7794685,32.0441551666667
225,118.7794685,32.0441551666667
226,118.7794685,32.0441551666667
227,118.7794685,32.0441551666667
228,118.779471,32.0441556666667
229,118.779471,32.0441556666667
230,118.779471,32.0441556666667
231,118.779464333333,32.0441563333333
232,118.779464333333,32.0441563333333
233,118.779466666667,32.044157
234,118.779472333333,32.044161
235,118.779476666667,32.044163
236,118.779477666667,32.0441646666667
237,118.779478833333,32.0441688333333
238,118.779482666667,32.0441721666667
239,118.779482666667,32.0441721666667
240,118.779482666667,32.0441721666667
241,118.779482666667,32.0441721666667
242,118.779482666667,32.0441721666667
243,118.779482666667,32.0441721666667
244,118.779478833333,32.0441721666667
245,118.779478833333,32.0441721666667
246,118.779478833333,32.0441721666667
247,118.779478833333,32.0441721666667
248,118.779478833333,32.0441721666667
249,118.779478833333,32.0441721666667
250,118.779478833333,32.0441721666667
251,118.779478833333,32.0441721666667
252,118.779478833333,32.0441721666667
253,118.779478833333,32.0441721666667
254,118.779478833333,32.0441721666667
255,118.779478833333,32.0441721666667
256,118.779478833333,32.0441721666667
257,118.779478833333,32.0441721666667
258,118.779478833333,32.0441721666667
259,118.779478833333,32.0441721666667
260,118.7794795,32.0441716666667
261,118.7794795,32.0441716666667
262,118.7794795,32.0441716666667
263,118.7794795,32.0441716666667
264,118.779468,32.0441713333333
265,118.779457,32.044172
266,118.779457,32.044172
267,118.779457,32.044172
268,118.779451833333,32.0441735
269,118.779451833333,32.0441735
270,118.779451833333,32.0441735
271,118.779451833333,32.0441735
272,118.779453333333,32.0441735
273,118.779454333333,32.044172
274,118.779454333333,32.044172
275,118.779448833333,32.044172
276,118.7794445,32.044172
277,118.779440333333,32.0441723333333
278,118.779436833333,32.0441706666667
279,118.779436833333,32.0441706666667
280,118.779436833333,32.0441706666667
281,118.779429666667,32.0441706666667
282,118.779429666667,32.0441706666667
283,118.779429666667,32.0441706666667
284,118.779429666667,32.0441706666667
285,118.779429666667,32.0441706666667
286,118.779429666667,32.0441706666667
287,118.779429666667,32.0441706666667
288,118.779429666667,32.0441706666667
289,118.779429666667,32.0441706666667
290,118.779429666667,32.0441706666667
291,118.779429666667,32.0441706666667
292,118.779429666667,32.0441706666667
293,118.779429666667,32.0441706666667
294,118.779429666667,32.0441706666667
295,118.779429666667,32.0441706666667
296,118.779429666667,32.0441706666667
297,118.779429666667,32.0441706666667
298,118.779429666667,32.0441706666667
299,118.779429666667,32.0441706666667
300,118.779429666667,32.0441706666667
301,118.779429666667,32.0441706666667
302,118.779429666667,32.0441706666667
303,118.779429666667,32.0441706666667
304,118.779429666667,32.0441706666667
305,118.779429666667,32.0441706666667
306,118.779429666667,32.0441706666667
307,118.779429666667,32.0441706666667
308,118.779429666667,32.0441706666667
309,118.779429666667,32.0441706666667
310,118.779429666667,32.0441706666667
311,118.779429666667,32.0441706666667
312,118.779429666667,32.0441706666667
313,118.779429666667,32.0441706666667
314,118.779429666667,32.0441706666667
315,118.779429666667,32.0441706666667
316,118.779429666667,32.0441706666667
317,118.779429666667,32.0441706666667
318,118.779429666667,32.0441706666667
319,118.779429666667,32.0441706666667
320,118.779429666667,32.0441706666667
321,118.779429666667,32.0441706666667
322,118.779429666667,32.0441706666667
323,118.779429666667,32.0441706666667
324,118.779429666667,32.0441706666667
325,118.779429666667,32.0441706666667
326,118.779429666667,32.0441706666667
327,118.779434,32.0441725
328,118.779439666667,32.0441745
329,118.779439666667,32.0441745
330,118.779439666667,32.0441745
331,118.779439666667,32.0441745
332,118.779439666667,32.0441745
333,118.779439666667,32.0441745
334,118.7794385,32.0441755
335,118.779436666667,32.0441783333333
336,118.779430333333,32.0441823333333
337,118.779424833333,32.0441845
338,118.779417666667,32.0441851666667
339,118.779410833333,32.0441835
340,118.7794045,32.0441833333333
341,118.779396,32.0441841666667
342,118.779387,32.0441906666667
343,118.779377,32.0441908333333
344,118.779374833333,32.0441915
345,118.779372833333,32.0441921666667
346,118.779369166667,32.0441915
347,118.779365666667,32.0441921666667
348,118.7793655,32.0441943333333
349,118.7793685,32.0441958333333
350,118.7793685,32.0441958333333
351,118.779363166667,32.0441956666667
352,118.779354166667,32.0441978333333
353,118.7793505,32.044198
354,118.7793445,32.0441931666667
355,118.779337833333,32.044196
356,118.779330666667,32.0441993333333
357,118.779320333333,32.0442011666667
358,118.77931,32.0442025
359,118.779288,32.04421
360,118.77928,32.0442203333333
361,118.779268666667,32.0442265
362,118.779263333333,32.0442291666667
363,118.779259333333,32.0442296666667
364,118.779256166667,32.0442358333333
365,118.779249833333,32.0442398333333
366,118.779251,32.0442483333333
367,118.779251666667,32.0442553333333
368,118.779246666667,32.0442623333333
369,118.779241,32.0442696666667
370,118.779236333333,32.0442755
371,118.779231,32.0442806666667
372,118.779227166667,32.0442868333333
373,118.779222833333,32.0442928333333
374,118.779216833333,32.044299
375,118.779212166667,32.044304
376,118.779207833333,32.0443085
377,118.779204166667,32.0443125
378,118.779204166667,32.0443125
379,118.779204166667,32.0443125
380,118.779204166667,32.0443125
381,118.779204166667,32.0443125
382,118.779204166667,32.0443125
383,118.779204166667,32.0443125
384,118.779204166667,32.0443125
385,118.779204166667,32.0443125
386,118.779204166667,32.0443125
387,118.779204166667,32.0443125
388,118.779204166667,32.0443125
389,118.779204166667,32.0443125
390,118.779204166667,32.0443125
391,118.779307666667,32.0445511666667
392,118.779411166667,32.04479
393,118.779411166667,32.04479
394,118.779411166667,32.04479
395,118.779411166667,32.04479
396,118.779411166667,32.04479
397,118.779411166667,32.04479
398,118.779411166667,32.04479
399,118.779411166667,32.04479
400,118.779411166667,32.04479
401,118.779411166667,32.04479
402,118.779411166667,32.04479
403,118.7795485,32.0441715
404,118.779310333333,32.0442136666667
405,118.779298833333,32.0442388333333
406,118.779299166667,32.044239
407,118.779311833333,32.044252
408,118.779314333333,32.0442528333333
409,118.779316333333,32.044255
410,118.7793145,32.0442543333333
411,118.779316,32.0442548333333
412,118.779319666667,32.044256
413,118.779324,32.0442575
414,118.779334166667,32.0442391666667
415,118.779337666667,32.0442325
416,118.779335666667,32.0442288333333
417,118.779336833333,32.044229
418,118.779341333333,32.0442295
419,118.779344666667,32.044229
420,118.779347833333,32.0442296666667
421,118.779353833333,32.0442291666667
422,118.779361333333,32.0442271666667
423,118.7793685,32.044226
424,118.7793765,32.0442226666667
425,118.779385666667,32.0442185
