Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,57.0,-0.35,0.0,-3.28,0.8686517649809794,1.0,0.0,0.0,0.0,1.0,3.3,,
0.5,57.0,-0.35,0.0,-3.28,0.9381319262394721,1.0,0.0,0.0,0.0,1.0,3.3,0.0,
1.0,57.0,-0.35,0.0,-3.28,1.0974803124136292,1.0,0.0,0.0,0.0,1.0,3.3,0.0,
1.5,57.0,-0.33,0.0,-3.31,1.1023174924355315,1.0,0.0,0.0,0.0,1.0,3.33,0.07,-0.98
2.0,57.0,-0.33,0.0,-3.31,1.1064328042788087,1.0,0.0,0.0,0.0,1.0,3.33,0.0,-0.98
2.5,57.0,-0.33,0.0,-3.31,1.016594773559204,1.0,0.0,0.0,0.0,1.0,3.33,0.0,-0.98
3.0,57.0,-0.33,0.0,-3.31,0.9729550845411133,1.0,0.0,0.0,0.0,1.0,3.33,0.0,-0.98
3.5,57.0,-0.33,0.0,-3.31,1.0928801481041477,1.0,0.0,0.0,0.0,1.0,3.33,0.0,-0.98
4.0,57.0,-0.33,0.0,-3.31,1.0400331491500863,1.0,0.0,0.0,0.0,1.0,3.33,0.0,-0.98
4.5,57.0,-0.45,0.0,-3.08,0.9891723348847943,1.0,0.0,0.0,0.0,1.0,3.11,0.52,2.05
5.0,57.0,-0.43,0.0,-3.11,0.910766908897453,0.0,1.0,0.0,0.0,1.0,3.14,0.07,-0.98
5.5,57.0,-0.43,0.0,-3.14,0.8098151450999237,0.0,1.0,0.0,0.0,1.0,3.17,0.06,-1.57
6.0,57.0,-0.43,0.0,-3.14,0.8181527574696259,0.0,1.0,0.0,0.0,1.0,3.17,0.0,-1.57
6.5,57.0,-0.43,0.0,-3.14,0.8131700169881072,0.0,0.0,0.0,1.0,1.0,3.17,0.0,-1.57
7.0,57.0,-0.48,0.0,-2.85,0.8681227556846999,0.0,1.0,0.0,0.0,1.0,2.89,0.59,1.74
7.5,57.0,-0.47,0.0,-2.92,1.0861789564411155,1.0,0.0,0.0,0.0,1.0,2.96,0.14,-1.43
8.0,57.0,-0.47,0.0,-2.92,1.130798647834201,1.0,0.0,0.0,0.0,1.0,2.96,0.0,-1.43
8.5,57.0,-0.47,0.0,-2.92,1.1204354063346342,1.0,0.0,0.0,0.0,1.0,2.96,0.0,-1.43
9.0,57.0,-0.49,0.0,-3.0,1.0086247275299718,1.0,0.0,0.0,0.0,1.0,3.04,0.16,-1.82
9.5,57.0,-0.21,0.0,-1.87,0.9677051341511144,1.0,0.0,0.0,0.0,1.0,1.88,2.33,1.33
10.0,57.0,-0.3,0.0,-1.96,0.9602148791332555,1.0,0.0,0.0,1.0,1.0,1.98,0.25,-2.36
10.5,57.0,-0.1,0.0,-1.77,0.8759716758638437,1.0,0.0,0.0,0.0,1.0,1.77,0.55,0.76
11.0,57.0,-0.18,0.0,-1.74,0.9222450667231937,0.0,1.0,0.0,0.0,1.0,1.75,0.17,2.78
11.5,57.0,-0.03,0.0,-1.73,0.808515747471814,0.0,0.0,0.0,1.0,1.0,1.73,0.3,0.07
12.0,57.0,-0.03,0.0,-1.92,0.8527563533513663,0.0,0.0,0.0,1.0,1.0,1.92,0.38,-1.57
12.5,57.0,-0.08,0.0,-1.53,0.824904563680966,1.0,0.0,1.0,0.0,1.0,1.53,0.79,1.7
13.0,57.0,-0.03,0.0,-1.54,0.850603315186106,1.0,1.0,0.0,0.0,1.0,1.54,0.1,-0.2
13.5,57.0,-0.08,0.0,-1.62,0.766429052422148,1.0,0.0,0.0,0.0,1.0,1.62,0.19,-2.13
14.0,57.0,-0.19,0.0,-1.37,0.6875757749487449,1.0,0.0,1.0,1.0,1.0,1.38,0.55,1.99
14.5,57.0,-0.17,0.0,-1.42,0.6947324975465476,1.0,1.0,1.0,1.0,1.0,1.43,0.11,-1.19
15.0,57.0,-0.12,0.0,-1.5,0.6487512748039814,0.0,1.0,0.0,1.0,1.0,1.5,0.19,-1.01
15.5,57.0,-0.52,0.0,-1.4,0.6577397204517522,1.0,1.0,0.0,0.0,1.0,1.49,0.82,2.9
16.0,57.0,-0.2,0.0,-1.62,0.5924192023995377,1.0,1.0,1.0,0.0,1.0,1.63,0.78,-0.6
16.5,57.0,-0.01,0.0,-1.6,0.5869179245972516,1.0,0.0,0.0,0.0,1.0,1.6,0.38,0.1
17.0,57.0,-0.01,0.0,-1.6,0.6895240859927462,1.0,0.0,0.0,0.0,1.0,1.6,0.0,0.1
17.5,57.0,-0.01,0.0,-1.6,0.5996879751353184,1.0,0.0,0.0,0.0,1.0,1.6,0.0,0.1
18.0,57.0,-0.08,0.0,-1.53,0.625485163210271,0.0,1.0,0.0,0.0,1.0,1.53,0.2,2.36
18.5,57.0,-0.28,0.0,-1.64,0.7452180660226608,0.0,1.0,1.0,0.0,1.0,1.66,0.46,-2.64
19.0,57.0,-0.28,0.0,-1.64,0.799035293507906,0.0,0.0,0.0,1.0,1.0,1.66,0.0,-2.64
19.5,57.0,-0.15,0.0,-1.66,1.0523661692434538,1.0,0.0,0.0,0.0,1.0,1.67,0.26,-0.15
20.0,57.0,-0.32,0.0,-1.68,1.008201310653438,0.0,0.0,0.0,1.0,1.0,1.71,0.34,-3.02
20.5,57.0,-0.31,0.0,-1.66,0.9961962379265202,1.0,0.0,0.0,0.0,1.0,1.69,0.04,1.11
21.0,57.0,-0.27,0.0,-1.66,0.9327030796011437,1.0,0.0,0.0,0.0,1.0,1.68,0.08,0.0
21.5,57.0,-0.27,0.0,-1.66,0.9126551806151856,1.0,0.0,0.0,0.0,1.0,1.68,0.0,0.0
22.0,57.0,-0.1,0.0,-1.7,0.8626436435639141,1.0,0.0,1.0,0.0,1.0,1.7,0.35,-0.23
22.5,57.0,-0.21,0.0,-1.8,0.7916368428087021,1.0,1.0,1.0,0.0,1.0,1.81,0.3,-2.4
23.0,57.0,-0.28,0.0,-1.56,0.8535431477781653,0.0,1.0,0.0,0.0,1.0,1.58,0.5,1.85
23.5,57.0,-0.28,0.0,-1.49,0.8950215955835114,1.0,0.0,0.0,0.0,1.0,1.52,0.14,1.57
24.0,57.0,-0.39,0.0,-1.52,0.8305840395998807,1.0,0.0,0.0,0.0,1.0,1.57,0.23,-2.88
24.5,57.0,-0.8,0.0,-1.05,0.8717142942194538,0.0,0.0,0.0,1.0,1.0,1.32,1.25,2.29
25.0,57.0,-1.05,0.0,-0.49,0.881498610006134,0.0,0.0,1.0,0.0,1.0,1.16,1.23,1.99
25.5,,,,,,,,,,,,,
26.0,,,,,,,,,,,,,
26.5,,,,,,,,,,,,,
27.0,,,,,,,,,,,,,
27.5,,,,,,,,,,,,,
28.0,57.0,-0.5,0.0,-9.99,1.0251474104927518,0.0,0.0,0.0,0.0,2.0,10.0,,
28.5,57.0,-0.19,0.0,-8.69,1.200054883349663,0.0,0.0,0.0,0.0,2.0,8.69,2.67,1.34
29.0,57.0,-1.19,0.0,-6.8,1.3740973710292852,0.0,0.0,0.0,0.0,2.0,6.9,4.28,2.06
29.5,57.0,-0.92,0.0,-6.13,1.3112407342821109,0.0,0.0,0.0,0.0,2.0,6.2,1.44,1.19
30.0,57.0,-1.17,0.0,-4.19,1.166453804590268,0.0,0.0,0.0,0.0,2.0,4.35,3.91,1.7
30.5,57.0,-0.65,0.0,-4.17,1.166375264773928,1.0,0.0,0.0,0.0,2.0,4.22,1.04,0.04
31.0,57.0,-0.93,0.0,-2.64,1.046776926846867,1.0,0.0,0.0,0.0,2.0,2.8,3.11,1.75
31.5,57.0,-0.33,0.0,-2.82,1.028284814356137,0.0,1.0,0.0,0.0,2.0,2.84,1.25,-0.29
32.0,57.0,-0.33,0.0,-2.82,1.028284814356137,0.0,1.0,0.0,0.0,2.0,2.84,1.25,0.0
32.5,57.0,-0.39,0.0,-2.94,0.999925832005107,0.0,1.0,0.0,0.0,2.0,2.97,0.27,-2.03
33.0,57.0,-0.63,0.0,-3.05,1.0572949790510857,0.0,1.0,0.0,0.0,2.0,3.11,0.53,-2.71
33.5,57.0,-0.53,0.0,-2.5,1.0090268513896314,1.0,1.0,0.0,0.0,2.0,2.56,1.12,1.39
34.0,57.0,-0.53,0.0,-2.51,0.9423292685575932,1.0,1.0,0.0,0.0,2.0,2.57,0.02,-1.57
34.5,57.0,-0.24,0.0,-2.4,0.8785498762348897,1.0,0.0,0.0,1.0,2.0,2.41,0.62,0.36
35.0,57.0,-0.25,0.0,-2.42,0.9148776828846752,1.0,1.0,0.0,0.0,2.0,2.43,0.04,-2.03
35.5,57.0,-0.23,0.0,-2.41,0.8778276589904144,1.0,0.0,1.0,1.0,2.0,2.42,0.04,0.46
36.0,57.0,-0.26,0.0,-2.4,0.8741621184953758,1.0,1.0,0.0,1.0,2.0,2.41,0.06,2.82
36.5,57.0,-0.29,0.0,-2.43,0.9611467104208954,1.0,1.0,0.0,1.0,2.0,2.45,0.08,-2.36
37.0,57.0,-0.55,0.0,-2.37,0.9626991807905443,1.0,1.0,0.0,0.0,2.0,2.43,0.53,2.91
37.5,57.0,-0.42,0.0,-2.33,0.9144315767278655,1.0,0.0,0.0,0.0,2.0,2.37,0.27,0.3
38.0,57.0,-0.29,0.0,-2.1,0.8462089251954348,1.0,0.0,0.0,1.0,2.0,2.12,0.53,1.06
38.5,57.0,-0.32,0.0,-2.0,0.8278972797493607,1.0,0.0,0.0,0.0,2.0,2.03,0.21,1.86
