Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,79.0,-0.46,0.0,-1.23,-0.8831348561798786,1.0,0.0,0.0,1.0,1.0,1.31,,
0.5,79.0,-0.46,0.0,-1.23,-1.0225377941951697,1.0,0.0,1.0,1.0,1.0,1.31,0.0,
1.0,79.0,-0.46,0.0,-1.23,0.32424273057945147,1.0,1.0,0.0,1.0,1.0,1.31,0.0,
1.5,79.0,-0.46,0.0,-1.23,0.724539405045032,1.0,1.0,0.0,0.0,1.0,1.31,0.0,
2.0,79.0,-0.46,0.0,-1.23,0.7844977480363444,1.0,1.0,0.0,0.0,1.0,1.31,0.0,
2.5,79.0,-0.33,0.0,-1.16,0.7098292465104482,1.0,1.0,0.0,1.0,1.0,1.21,0.3,0.49
3.0,79.0,-0.26,0.0,-1.06,0.7293317301051581,1.0,1.0,0.0,1.0,1.0,1.09,0.24,0.96
3.5,79.0,-0.28,0.0,-1.1,0.7408168692479068,1.0,0.0,0.0,0.0,1.0,1.14,0.09,-2.03
4.0,79.0,-0.28,0.0,-1.1,0.7173629602266817,1.0,1.0,0.0,1.0,1.0,1.14,0.0,-2.03
4.5,79.0,-0.28,0.0,-1.1,0.7884720372760606,1.0,1.0,1.0,0.0,1.0,1.14,0.0,-2.03
5.0,79.0,-0.26,0.0,-1.11,0.7916679096693875,1.0,1.0,0.0,0.0,1.0,1.14,0.04,-0.46
5.5,79.0,-0.2,0.0,-1.11,0.7715196542514398,1.0,0.0,0.0,1.0,1.0,1.13,0.12,0.0
6.0,79.0,-0.2,0.0,-1.12,0.8622380290457506,1.0,0.0,0.0,0.0,1.0,1.14,0.02,-1.57
6.5,79.0,-0.16,0.0,-1.05,0.8583813749976188,1.0,0.0,0.0,0.0,1.0,1.06,0.16,1.05
7.0,79.0,-0.04,0.0,-0.94,0.8612632626585118,0.0,0.0,1.0,1.0,1.0,0.94,0.33,0.74
7.5,79.0,-0.04,0.0,-0.94,0.9018814376755498,0.0,0.0,1.0,1.0,1.0,0.94,0.0,0.74
8.0,79.0,-0.21,0.0,-0.39,1.0280266801597668,0.0,1.0,0.0,0.0,1.0,0.44,1.15,1.87
8.5,,,,,,,,,,,,,
9.0,,,,,,,,,,,,,
9.5,,,,,,,,,,,,,
10.0,,,,,,,,,,,,,
10.5,,,,,,,,,,,,,
11.0,79.0,-0.07,0.0,-10.0,0.9942442616910898,0.0,0.0,0.0,0.0,2.0,10.0,,
11.5,79.0,-0.2,0.0,-9.67,1.1943275854092432,0.0,0.0,0.0,0.0,2.0,9.67,0.71,1.95
12.0,79.0,-0.26,0.0,-8.8,1.2749890239877124,0.0,0.0,0.0,0.0,2.0,8.8,1.74,1.64
12.5,79.0,-0.43,0.0,-8.5,1.3220054015096365,0.0,0.0,0.0,0.0,2.0,8.51,0.69,2.09
13.0,79.0,-0.6,0.0,-7.87,1.2872309378941258,0.0,0.0,0.0,0.0,2.0,7.89,1.31,1.83
13.5,79.0,-0.76,0.0,-7.39,1.3995307975815372,0.0,0.0,0.0,0.0,2.0,7.43,1.01,1.89
14.0,79.0,-0.79,0.0,-6.79,1.4273024940925634,0.0,0.0,0.0,0.0,2.0,6.84,1.2,1.62
14.5,79.0,-0.8,0.0,-5.96,1.3905265043441584,0.0,0.0,0.0,0.0,2.0,6.01,1.66,1.58
15.0,79.0,-0.35,0.0,-5.39,1.4339267341888753,0.0,0.0,0.0,0.0,2.0,5.4,1.45,0.9
15.5,79.0,-0.04,0.0,-4.79,1.3405573787937102,0.0,0.0,0.0,0.0,2.0,4.79,1.35,1.09
16.0,79.0,-0.3,0.0,-4.24,1.2900999101185542,1.0,0.0,0.0,0.0,2.0,4.25,1.22,2.01
16.5,79.0,-0.44,0.0,-3.92,1.4091980192287012,1.0,0.0,0.0,0.0,2.0,3.94,0.7,1.98
17.0,79.0,-0.41,0.0,-3.38,1.4491150082187505,1.0,0.0,0.0,0.0,2.0,3.4,1.08,1.52
17.5,79.0,-0.52,0.0,-2.71,1.4446424798374673,0.0,0.0,1.0,0.0,2.0,2.76,1.36,1.73
18.0,79.0,-0.46,0.0,-2.48,1.4553763943635727,0.0,0.0,0.0,1.0,2.0,2.52,0.48,1.32
18.5,79.0,-0.51,0.0,-2.52,1.431967986075947,1.0,0.0,0.0,0.0,2.0,2.57,0.13,-2.47
19.0,79.0,-0.51,0.0,-2.52,1.29706674089374,0.0,0.0,0.0,1.0,2.0,2.57,0.0,-2.47
19.5,79.0,-0.28,0.0,-2.39,1.389983532413863,0.0,0.0,1.0,1.0,2.0,2.41,0.53,0.51
20.0,79.0,-0.3,0.0,-2.32,-4.486758050674618,0.0,0.0,1.0,1.0,2.0,2.34,0.15,1.85
20.5,79.0,-0.3,0.0,-2.32,-4.559463231324947,0.0,0.0,0.0,1.0,2.0,2.34,0.0,1.85
21.0,79.0,-0.43,0.0,-2.15,-4.673312803761789,0.0,0.0,1.0,1.0,2.0,2.19,0.43,2.22
21.5,79.0,-0.49,0.0,-2.07,-4.619816716858911,1.0,0.0,1.0,1.0,2.0,2.13,0.2,2.21
22.0,79.0,-0.5,0.0,-2.02,-4.637453268950313,0.0,0.0,1.0,1.0,2.0,2.08,0.1,1.77
22.5,79.0,-0.51,0.0,-1.94,-4.632124778743975,1.0,0.0,0.0,1.0,2.0,2.01,0.16,1.7
23.0,79.0,-0.56,0.0,-1.89,-4.646551670340959,1.0,0.0,0.0,0.0,2.0,1.97,0.14,2.36
23.5,79.0,-0.56,0.0,-1.86,-4.602478616069599,1.0,0.0,0.0,1.0,2.0,1.94,0.06,1.57
24.0,79.0,-0.55,0.0,-1.89,-4.576820530736031,1.0,0.0,1.0,1.0,2.0,1.97,0.06,-1.25
24.5,79.0,-0.55,0.0,-1.86,-4.580445579592422,0.0,0.0,1.0,0.0,2.0,1.94,0.06,1.57
25.0,79.0,-0.55,0.0,-1.86,-4.57983122369572,1.0,0.0,1.0,0.0,2.0,1.94,0.0,1.57
25.5,79.0,-0.56,0.0,-1.84,-4.6086221750366185,0.0,0.0,1.0,0.0,2.0,1.92,0.04,2.03
