Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,74.0,-0.72,0.0,-1.67,1.0649419646357736,0.0,1.0,0.0,0.0,1.0,1.82,,
0.5,74.0,-0.72,0.0,-1.67,1.068276590704634,0.0,1.0,0.0,0.0,1.0,1.82,0.0,
1.0,74.0,-0.72,0.0,-1.67,1.0712633726535719,0.0,1.0,0.0,0.0,1.0,1.82,0.0,
1.5,74.0,-0.72,0.0,-1.67,1.0766327035644072,0.0,1.0,0.0,0.0,1.0,1.82,0.0,
2.0,74.0,-0.72,0.0,-1.67,1.0782836105038687,0.0,1.0,0.0,0.0,1.0,1.82,0.0,
2.5,74.0,-0.72,0.0,-1.67,1.142647164527215,0.0,1.0,1.0,0.0,1.0,1.82,0.0,
3.0,74.0,-0.62,0.0,-1.49,1.090363383322772,1.0,1.0,0.0,0.0,1.0,1.61,0.41,1.06
3.5,74.0,-0.44,0.0,-1.35,1.0769927649890936,1.0,1.0,0.0,0.0,1.0,1.42,0.46,0.66
4.0,74.0,-0.44,0.0,-1.35,1.093346849146131,1.0,1.0,0.0,0.0,1.0,1.42,0.0,0.66
4.5,74.0,-0.46,0.0,-1.37,1.1380993600952933,0.0,1.0,0.0,0.0,1.0,1.45,0.06,-2.36
5.0,74.0,-0.47,0.0,-1.38,1.144794966704719,1.0,1.0,0.0,0.0,1.0,1.46,0.03,-2.36
5.5,74.0,-0.52,0.0,-1.4,1.1055100487032794,1.0,1.0,1.0,0.0,1.0,1.49,0.11,-2.76
6.0,74.0,-0.47,0.0,-1.38,1.069556964243897,1.0,1.0,0.0,0.0,1.0,1.46,0.11,0.38
6.5,74.0,-0.54,0.0,-1.43,1.105692610143038,1.0,1.0,0.0,0.0,1.0,1.53,0.17,-2.52
7.0,74.0,-0.57,0.0,-1.47,1.096188594234228,1.0,0.0,0.0,0.0,1.0,1.58,0.1,-2.21
7.5,74.0,-0.47,0.0,-1.44,1.006119307388734,1.0,0.0,0.0,0.0,1.0,1.51,0.21,0.29
8.0,74.0,-0.45,0.0,-1.46,1.007230907589329,1.0,0.0,1.0,0.0,1.0,1.53,0.06,-0.79
8.5,74.0,-0.51,0.0,-1.49,1.026849804645147,1.0,1.0,0.0,0.0,1.0,1.57,0.13,-2.68
9.0,74.0,-0.24,0.0,-1.33,1.0459000734306652,1.0,1.0,0.0,1.0,1.0,1.35,0.63,0.53
9.5,74.0,-0.26,0.0,-1.37,1.1370608891903566,0.0,1.0,0.0,0.0,1.0,1.39,0.09,-2.03
10.0,74.0,-0.24,0.0,-1.33,1.160369935883666,0.0,1.0,0.0,0.0,1.0,1.35,0.09,1.11
10.5,74.0,-0.23,0.0,-1.31,1.1711187206149984,0.0,1.0,0.0,0.0,1.0,1.33,0.04,1.11
11.0,74.0,-0.15,0.0,-1.17,1.1787903153421393,1.0,1.0,1.0,0.0,1.0,1.18,0.32,1.05
11.5,74.0,-0.1,0.0,-1.07,1.2178054054412206,0.0,1.0,1.0,0.0,1.0,1.07,0.22,1.11
12.0,74.0,-0.08,0.0,-1.04,1.252641828245177,0.0,1.0,1.0,0.0,1.0,1.04,0.07,0.98
12.5,74.0,-0.08,0.0,-1.04,1.221704645523101,1.0,1.0,1.0,0.0,1.0,1.04,0.0,0.98
