Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°)
98.0,58.56305220560171,33.829826366622,98.0,59.474253759137355,34.89836698304862,98.0,46.372649207594804,40.85566976852715,98,39.99509196053259,48.60574859380722,98.0,62.18826958956197,45.97734620794654,98.0,51.80286890279967,33.27480744570494
99.0,58.56305220560171,33.829826366622,99.0,59.474253759137355,34.89836698304862,99.0,46.79453886253759,41.047451791819185,99,39.99509196053259,48.60574859380722,99.0,62.45521210797597,46.01871219649911,99.0,51.80286890279967,33.27480744570494
100.0,58.56305220560171,33.829826366622,100.0,59.474253759137355,34.89836698304862,100.0,47.452503663953394,41.24312498793006,100,39.99509196053259,48.60574859380722,100.0,62.45521210797597,46.01871219649911,100.0,51.80286890279967,33.27480744570494
101.0,58.56305220560171,33.829826366622,101.0,59.474253759137355,34.89836698304862,101.0,47.249428080860525,41.147363672498614,101,39.99509196053259,48.60574859380722,101.0,62.45521210797597,46.01871219649911,101.0,51.80286890279967,33.27480744570494
102.0,58.56305220560171,33.829826366622,102.0,59.474253759137355,34.89836698304862,102.0,46.63532810343895,41.15572445560247,102,39.99509196053259,48.60574859380722,102.0,62.45521210797597,46.01871219649911,102.0,51.80286890279967,33.27480744570494
103.0,58.56305220560171,33.829826366622,103.0,59.474253759137355,34.89836698304862,103.0,46.21191563596949,41.05633140960708,103,39.99509196053259,48.60574859380722,103.0,62.45521210797597,46.01871219649911,103.0,51.80286890279967,33.27480744570494
104.0,58.56305220560171,33.829826366622,104.0,59.474253759137355,34.89836698304862,104.0,45.438604816561565,41.1729649361223,104,39.99509196053259,48.60574859380722,104.0,62.45521210797597,46.01871219649911,104.0,51.80286890279967,33.27480744570494
105.0,58.56305220560171,33.829826366622,105.0,59.474253759137355,34.89836698304862,105.0,44.68377343879547,41.123557778541,105,39.99509196053259,48.60574859380722,105.0,62.45521210797597,46.01871219649911,105.0,51.80286890279967,33.27480744570494
106.0,58.56305220560171,33.829826366622,106.0,59.474253759137355,34.89836698304862,106.0,43.94498498819303,41.055932285729796,106,39.99509196053259,48.60574859380722,106.0,62.45521210797597,46.01871219649911,106.0,51.80286890279967,33.27480744570494
107.0,58.56305220560171,33.829826366622,107.0,59.474253759137355,34.89836698304862,107.0,43.83755757752806,40.887816292699426,107,39.99509196053259,48.60574859380722,107.0,62.45521210797597,46.01871219649911,107.0,51.80286890279967,33.27480744570494
108.0,58.56305220560171,33.829826366622,108.0,59.474253759137355,34.89836698304862,108.0,43.90507936663926,40.61168700037524,108,39.99509196053259,48.60574859380722,108.0,62.70580716594122,46.096774333156645,108.0,51.80286890279967,33.27480744570494
109.0,58.56305220560171,33.829826366622,109.0,59.474253759137355,34.89836698304862,109.0,43.88091202266514,40.16770112235099,109,39.99509196053259,48.60574859380722,109.0,62.734237874276005,46.28207116154954,109.0,51.80286890279967,33.27480744570494
