3152	787	-448.8489	0	52536.3601	0
3153	787	-448.8475	0	52536.8712	0
3154	787	-448.9080	0	52536.8785	0
3155	787	-448.9521	0	52536.8746	0
3156	787	-448.9661	0	52536.8662	0
3157	787	-448.9549	0	52537.0163	0
3158	787	-448.9408	0	52537.2273	0
3159	787	-448.9078	0	52537.4559	0
3160	787	-448.8728	0	52537.3640	0
3167	787	-448.8424	0	52540.1187	0
3168	787	-448.9056	0	52540.2865	0
3169	787	-449.0053	0	52540.3643	0
3170	787	-449.0978	0	52540.2521	0
3171	787	-449.1854	0	52540.5109	0
3172	787	-449.2505	0	52540.7519	0
3173	787	-449.3184	0	52540.9947	0
3174	787	-449.3908	0	52541.0864	0
3175	787	-449.4978	0	52540.6949	0
3176	787	-449.5907	0	52540.9974	0
3177	787	-449.6409	0	52541.2541	0
3178	787	-449.7165	0	52541.5009	0
3179	787	-449.7840	0	52542.0227	0
3180	787	-449.9085	0	52542.1001	0
3181	787	-450.0206	0	52542.1384	0
3182	787	-450.0824	0	52542.1498	0
3183	787	-450.1410	0	52542.2972	0
3184	787	-450.1713	0	52542.4913	0
3185	787	-450.2243	0	52542.7058	0
3186	787	-450.2791	0	52542.9277	0
3187	787	-450.3321	0	52542.8798	0
3188	787	-450.3899	0	52542.8605	0
3189	787	-450.4601	0	52543.0011	0
3190	787	-450.5089	0	52543.0555	0
3191	787	-450.5786	0	52543.0863	0
3192	787	-450.6856	0	52542.7048	0
3193	787	-450.7548	0	52542.9705	0
3194	787	-450.7780	0	52543.7583	0
3195	787	-450.8783	0	52543.7936	0
3196	787	-450.9169	0	52543.8040	0
3197	787	-450.9267	0	52544.3435	0
3198	787	-450.9524	0	52544.6781	0
3199	787	-451.0340	0	52544.4077	0
3200	787	-451.0735	0	52544.3075	0
3201	787	-451.1409	0	52544.0086	0
3202	787	-451.1812	0	52544.2959	0
3203	787	-451.2790	0	52544.0245	0
3204	787	-451.3954	0	52543.6735	0
3205	787	-451.5450	0	52543.1637	0
3206	787	-451.6031	0	52543.0997	0
3207	787	-451.6399	0	52543.2146	0
3208	787	-451.6507	0	52543.3985	0
3209	787	-451.6574	0	52543.8762	0
3210	787	-451.6748	0	52544.1969	0
3211	787	-451.7063	0	52544.7198	0
3212	787	-451.7602	0	52544.3835	0
3213	787	-451.8014	0	52544.2616	0
3214	787	-451.8230	0	52544.4830	0
3215	787	-451.9082	0	52544.1855	0
3216	787	-451.9736	0	52543.9476	0
3217	787	-452.0163	0	52544.1244	0
3218	787	-452.0801	0	52544.0736	0
3219	787	-452.1087	0	52544.1851	0
3220	787	-452.1305	0	52544.3664	0
3221	787	-452.1638	0	52544.5718	0
3222	787	-452.1472	0	52544.7726	0
3223	787	-452.1699	0	52544.7241	0
3224	787	-452.2463	0	52544.7187	0
3225	787	-452.2766	0	52544.7173	0
3226	787	-452.3067	0	52544.8489	0
3227	787	-452.3140	0	52545.0315	0
3228	787	-452.3193	0	52545.3597	0
3229	787	-452.3275	0	52545.6085	0
3230	787	-452.3444	0	52545.7040	0
3231	787	-452.3672	0	52545.7392	0
3232	787	-452.3440	0	52546.1281	0
3233	787	-452.3368	0	52546.2733	0
3234	787	-452.3505	0	52546.3240	0
3235	787	-452.3440	0	52546.4651	0
3236	787	-452.3700	0	52546.3859	0
3237	787	-452.3950	0	52546.4885	0
3238	787	-452.4349	0	52546.4029	0
3239	787	-452.4339	0	52546.7400	0
3240	787	-452.4209	0	52547.1142	0
3241	787	-452.4322	0	52547.2566	0
3242	787	-452.4222	0	52547.5483	0
3243	787	-452.4458	0	52547.6584	0
3244	787	-452.4839	0	52547.5789	0
3245	787	-452.4838	0	52547.9101	0
3246	787	-452.4994	0	52548.0338	0
3247	787	-452.5230	0	52548.3204	0
3248	787	-452.5053	0	52548.9023	0
3249	787	-452.5568	0	52548.6388	0
3250	787	-452.5622	0	52548.8965	0
3251	787	-452.5681	0	52548.8686	0
3252	787	-452.5704	0	52549.0910	0
3253	787	-452.5907	0	52549.1764	0
3254	787	-452.6444	0	52548.9704	0
3255	787	-452.6927	0	52548.7780	0
3256	787	-452.7263	0	52548.8234	0
3257	787	-452.7440	0	52548.8388	0
3258	787	-452.7511	0	52549.0837	0
3259	787	-452.7856	0	52549.1782	0
3260	787	-452.8001	0	52549.3334	0
3261	787	-452.8331	0	52549.3935	0
3262	787	-452.8434	0	52549.4123	0
3263	787	-452.8489	0	52549.5331	0
3264	787	-452.8542	0	52549.5770	0
3265	787	-452.9032	0	52549.6031	0
3266	787	-452.9505	0	52549.4990	0
3267	787	-452.9839	0	52549.4601	0
3268	787	-452.9817	0	52549.6741	0
3269	787	-452.9614	0	52549.9863	0
3270	787	-452.9247	0	52550.5584	0
3271	787	-452.9410	0	52550.4253	0
3272	787	-452.9128	0	52550.8269	0
3273	787	-452.9448	0	52550.4057	0
3274	787	-452.9619	0	52550.3595	0
3275	787	-452.9495	0	52550.6795	0
3276	787	-452.9471	0	52550.9134	0
