Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,250.0,-0.54,0.0,-0.64,1.3804393739322571,0.0,1.0,0.0,0.0,1.0,0.84,,
0.5,250.0,-0.54,0.0,-0.64,1.3973565711191578,0.0,1.0,1.0,0.0,1.0,0.84,0.0,
1.0,250.0,-0.54,0.0,-0.64,1.3699982907480515,0.0,1.0,0.0,0.0,1.0,0.84,0.0,
1.5,250.0,-0.54,0.0,-0.64,1.3596926451138005,0.0,1.0,0.0,0.0,1.0,0.84,0.0,
2.0,250.0,-0.72,0.0,-0.69,1.3361661303956924,0.0,1.0,0.0,0.0,1.0,1.0,0.37,-2.87
2.5,250.0,-0.78,0.0,-0.76,1.2482104372743634,0.0,1.0,0.0,0.0,1.0,1.09,0.18,-2.28
3.0,250.0,-0.78,0.0,-0.76,1.221929443930758,0.0,1.0,0.0,0.0,1.0,1.09,0.0,-2.28
3.5,250.0,-0.8,0.0,-0.66,1.2044318200478141,0.0,1.0,0.0,0.0,1.0,1.04,0.2,1.77
4.0,250.0,-0.77,0.0,-0.59,1.195341621704652,0.0,1.0,0.0,0.0,1.0,0.97,0.15,1.17
4.5,250.0,-0.82,0.0,-0.52,1.3247481864291455,0.0,1.0,0.0,0.0,1.0,0.97,0.17,2.19
5.0,250.0,-0.86,0.0,-0.38,1.3126806309150065,0.0,1.0,0.0,0.0,1.0,0.94,0.29,1.85
5.5,250.0,-0.93,0.0,-0.28,1.2436977139604068,0.0,1.0,0.0,0.0,1.0,0.97,0.24,2.18
6.0,250.0,-0.85,0.0,-0.22,1.2071641329918115,0.0,1.0,0.0,0.0,1.0,0.88,0.2,0.64
6.5,,,,,,,,,,,,,
7.0,,,,,,,,,,,,,
7.5,,,,,,,,,,,,,
8.0,,,,,,,,,,,,,
8.5,,,,,,,,,,,,,
9.0,250.0,-3.48,0.0,-9.71,0.8441120866320888,0.0,0.0,0.0,0.0,2.0,10.31,,
