Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed
0.0,,,,,,,,,,,,
0.5,,,,,,,,,,,,
1.0,,,,,,,,,,,,
1.5,,,,,,,,,,,,
2.0,,,,,,,,,,,,
2.5,,,,,,,,,,,,
3.0,,,,,,,,,,,,
3.5,,,,,,,,,,,,
4.0,,,,,,,,,,,,
4.5,,,,,,,,,,,,
5.0,,,,,,,,,,,,
5.5,,,,,,,,,,,,
6.0,,,,,,,,,,,,
6.5,,,,,,,,,,,,
7.0,,,,,,,,,,,,
7.5,,,,,,,,,,,,
8.0,,,,,,,,,,,,
8.5,,,,,,,,,,,,
9.0,,,,,,,,,,,,
9.5,,,,,,,,,,,,
10.0,,,,,,,,,,,,
10.5,,,,,,,,,,,,
11.0,,,,,,,,,,,,
11.5,,,,,,,,,,,,
12.0,,,,,,,,,,,,
12.5,,,,,,,,,,,,
13.0,,,,,,,,,,,,
13.5,,,,,,,,,,,,
14.0,,,,,,,,,,,,
14.5,,,,,,,,,,,,
15.0,,,,,,,,,,,,
15.5,,,,,,,,,,,,
16.0,,,,,,,,,,,,
16.5,,,,,,,,,,,,
17.0,,,,,,,,,,,,
17.5,,,,,,,,,,,,
18.0,,,,,,,,,,,,
18.5,,,,,,,,,,,,
19.0,,,,,,,,,,,,
19.5,,,,,,,,,,,,
20.0,,,,,,,,,,,,
20.5,,,,,,,,,,,,
21.0,,,,,,,,,,,,
21.5,,,,,,,,,,,,
22.0,,,,,,,,,,,,
22.5,,,,,,,,,,,,
23.0,,,,,,,,,,,,
23.5,,,,,,,,,,,,
24.0,,,,,,,,,,,,
24.5,,,,,,,,,,,,
25.0,,,,,,,,,,,,
25.5,,,,,,,,,,,,
26.0,,,,,,,,,,,,
26.5,,,,,,,,,,,,
27.0,,,,,,,,,,,,
27.5,,,,,,,,,,,,
28.0,,,,,,,,,,,,
28.5,,,,,,,,,,,,
29.0,,,,,,,,,,,,
29.5,,,,,,,,,,,,
30.0,,,,,,,,,,,,
30.5,,,,,,,,,,,,
31.0,,,,,,,,,,,,
31.5,,,,,,,,,,,,
32.0,,,,,,,,,,,,
32.5,,,,,,,,,,,,
33.0,,,,,,,,,,,,
33.5,,,,,,,,,,,,
34.0,,,,,,,,,,,,
34.5,,,,,,,,,,,,
35.0,,,,,,,,,,,,
35.5,80.0,-0.93,0.0,-1.27,23.05186,0.0,1.0,0.0,0.0,1.0,1.5741029191256841,
36.04199999999946,80.0,-0.87,0.0,-1.36,26.93279,1.0,1.0,0.0,0.0,1.0,1.614465855941215,0.19956925878971815
36.58399999999983,80.0,-0.96,0.0,-1.27,29.40973,1.0,1.0,0.0,0.0,1.0,1.5920113064925137,0.23483251035699532
37.13599999999951,80.0,-0.96,0.0,-1.29,30.67203,1.0,0.0,0.0,0.0,1.0,1.6080111939908877,0.03623188405799206
37.6869999999999,80.0,-1.0,0.0,-1.29,31.2835,0.0,1.0,0.0,0.0,1.0,1.6322070947033653,0.07259528130666432
38.22099999999955,80.0,-1.1,0.0,-1.19,51.58475,0.0,0.0,0.0,0.0,1.0,1.6205246064160828,0.2648340004445733
38.774999999999636,80.0,-1.1,0.0,-1.19,60.38576,1.0,0.0,0.0,0.0,1.0,1.6205246064160828,0.0
39.371000000000095,80.0,-0.69,0.0,-1.21,59.95168,1.0,0.0,0.0,0.0,1.0,1.3929106216839615,0.6887374413341615
39.948999999999614,80.0,-0.69,0.0,-1.21,53.76968,1.0,1.0,0.0,0.0,1.0,1.3929106216839615,0.0
