Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed
0.0,55.0,0.29,0.0,-1.27,327.397,1.0,1.0,0.0,0.0,1.0,1.3026895255585653,
0.507,55.0,0.4484375000000878,0.0,-1.329414062500033,323.2951,1.0,1.0,0.0,0.0,1.0,1.4030103139247303,0.3337501463016511
1.014,55.0,0.37902,0.0,-1.24888,319.2715,1.0,1.0,0.0,1.0,1.0,1.3051273557779715,0.20970954160124514
1.521,55.0,0.38,0.0,-1.230195312499989,314.8051,1.0,1.0,0.0,1.0,1.0,1.2875482542013506,0.036904082915934874
2.028,55.0,0.3698802395209622,0.0,-1.1389221556886597,313.4113,0.0,1.0,0.0,1.0,1.0,1.197478629582419,0.1811290909136461
2.535,55.0,0.4591210937500494,0.0,-0.9419531249998903,287.5009,1.0,0.0,1.0,0.0,1.0,1.0478873357490779,0.42651339765642504
3.0420000000000003,55.0,0.44988023952096223,0.0,-0.94,285.7299,0.0,1.0,1.0,0.0,1.0,1.042109509558107,0.018629197497441817
3.5490000000000004,55.0,0.45992172211349475,0.0,-0.9300782778865053,280.2269,0.0,1.0,1.0,0.0,1.0,1.0375806443203197,0.027842941676795567
4.056,55.0,0.4397604790419244,0.0,-0.9097604790419245,278.3347,0.0,1.0,1.0,0.0,1.0,1.0104718740043064,0.05645605346660182
4.563,55.0,0.3904882812499726,0.0,-0.91,275.3986,1.0,1.0,1.0,0.0,1.0,0.9902429488734357,0.09718497034635404
5.069999999999999,55.0,0.4494140625000329,0.0,-0.91,272.8737,0.0,1.0,1.0,0.0,1.0,1.0149251201801952,0.11622442061155888
5.576999999999999,55.0,0.47028,0.0,-0.9708399999999999,249.5401,0.0,1.0,1.0,0.0,1.0,1.078746301963534,0.12686130715409205
6.083999999999999,55.0,0.45988023952096224,0.0,-0.97,250.5268,0.0,1.0,0.0,1.0,1.0,1.0734942173583693,0.0205791502711184
6.590999999999998,55.0,0.5107,0.0,-0.9598599999999999,251.0902,0.0,0.0,0.0,1.0,1.0,1.0872652434433834,0.10221202761689051
7.097999999999998,55.0,0.5000976562499945,0.0,-0.96,265.4729,0.0,0.0,0.0,1.0,1.0,1.0824498444670485,0.020913743656101227
7.604999999999998,55.0,0.5303592814371134,0.0,-0.96,270.2059,0.0,0.0,0.0,1.0,1.0,1.0967593024025333,0.05968762364323267
8.111999999999998,55.0,0.4012695312499287,0.0,-0.9996093750000219,273.3076,0.0,0.0,0.0,1.0,1.0,1.0771425807651798,0.26633110745106947
8.618999999999998,55.0,0.4,0.0,-1.0,283.8949,0.0,0.0,0.0,1.0,1.0,1.077032961426901,0.0026198591800672406
9.125999999999998,55.0,0.4,0.0,-0.98986,287.1027,1.0,0.0,1.0,0.0,1.0,1.0676248496545966,0.020000000000000087
9.632999999999997,55.0,0.16280701754382265,0.0,-0.9801169590643259,290.5537,0.0,0.0,1.0,0.0,1.0,0.9935468677455614,0.4682307747315585
10.139999999999997,55.0,0.08902,0.0,-0.99014,313.0341,0.0,1.0,1.0,0.0,1.0,0.9941336831633862,0.14687309292140224
10.646999999999997,55.0,0.030585937499967075,0.0,-0.9305859374999671,356.4111,0.0,1.0,0.0,0.0,1.0,0.9310884419030474,0.16456402767840056
11.153999999999996,55.0,0.01023391812865189,0.0,-0.8114035087719114,354.3631,0.0,1.0,0.0,0.0,1.0,0.8114680444278956,0.23847659607290608
11.660999999999996,55.0,0.039649122807022166,0.0,-0.7803508771929779,341.9712,0.0,1.0,1.0,0.0,1.0,0.7813575010679915,0.08436467629225923
12.167999999999996,55.0,0.10931640624991529,0.0,-0.7007812500000967,327.2268,0.0,0.0,1.0,0.0,1.0,0.709256256248117,0.2085966062083753
12.674999999999995,55.0,-0.06824218750009876,0.0,-0.5118554687498957,346.2149,0.0,0.0,1.0,0.0,1.0,0.5163845631348541,0.5113771412523795
13.181999999999995,55.0,-0.5156054687502469,0.0,-0.5991210937500494,17.75204,0.0,1.0,0.0,0.0,1.0,0.7904398044009534,0.8990041886034911
13.688999999999995,55.0,-0.4491616766467354,0.0,-0.7315568862274914,24.83724,0.0,1.0,0.0,0.0,1.0,0.8584414304744205,0.29224630922611294
14.195999999999994,55.0,-0.4002941176470801,0.0,-0.46158823529423254,23.85182,0.0,1.0,0.0,0.0,1.0,0.6109820615901077,0.5411357211021122
14.702999999999994,55.0,-0.4505988023952809,0.0,-0.13616766467020247,13.40578,0.0,0.0,0.0,0.0,1.0,0.47072381883839076,0.6494788086437411
15.209999999999994,,,,,,,,,,,,
15.716999999999993,,,,,,,,,,,,
16.223999999999993,,,,,,,,,,,,
16.730999999999995,,,,,,,,,,,,
17.237999999999996,,,,,,,,,,,,
17.744999999999997,,,,,,,,,,,,
18.252,55.0,-1.98,0.0,-9.8,1.262999,0.0,0.0,0.0,0.0,2.0,9.99801980394118,
18.759,55.0,-1.9304882812499724,0.0,-9.542539062499856,9.688948,0.0,0.0,0.0,0.0,2.0,9.735853160528825,0.5171172771437949
19.266000000000002,55.0,-1.9694552529182785,0.0,-9.372315175097317,9.945851,0.0,0.0,0.0,0.0,2.0,9.577006094526977,0.34443199555171466
19.773000000000003,55.0,-2.010479041916151,0.0,-9.32952095808385,8.918265,0.0,0.0,0.0,0.0,2.0,9.543688348081671,0.11692603602345349
20.280000000000005,55.0,-2.0298434442269895,0.0,-9.181174168297579,8.881583,0.0,0.0,0.0,0.0,2.0,9.402883787258355,0.2950795157138574
