7133.26,52,(0.20, 0.00, -0.59),Yaw: 352.0313,0,1,1,0
7133.767,52,(0.20, 0.00, -0.59),Yaw: 4.631986,0,1,1,0
7134.269,52,(0.20, 0.00, -0.59),Yaw: 4.678934,0,1,1,0
7134.781,52,(0.20, 0.00, -0.59),Yaw: 3.007876,0,1,1,0
7135.294,52,(0.20, 0.00, -0.59),Yaw: 4.368344,0,1,1,0
7135.806,52,(0.20, 0.00, -0.59),Yaw: 31.03866,0,1,1,0
7136.317,52,(0.20, 0.00, -0.59),Yaw: 36.87104,0,1,1,0
7136.83,52,(0.20, 0.00, -0.59),Yaw: 23.39209,0,1,1,0
7137.343,52,(0.20, 0.00, -0.59),Yaw: 347.5327,0,1,1,0
7137.855,52,(0.20, 0.00, -0.59),Yaw: 342.8558,0,1,1,0
7138.355,52,(0.20, 0.00, -0.59),Yaw: 340.1318,1,0,1,1
7138.867,52,(0.20, 0.00, -0.59),Yaw: 355.646,1,1,1,0
7139.368,52,(0.20, 0.00, -0.59),Yaw: 11.02369,1,1,1,0
7139.869,52,(0.20, 0.00, -0.59),Yaw: 22.81532,0,1,1,1
7140.381,52,(0.20, 0.00, -0.59),Yaw: 18.67285,1,1,1,0
7140.893,52,(0.20, 0.00, -0.59),Yaw: 351.5944,1,1,1,0
7141.405,52,(0.20, 0.00, -0.59),Yaw: 338.5408,1,0,1,1
7141.905,52,(0.20, 0.00, -0.59),Yaw: 347.1218,0,1,1,1
7142.417,52,(0.20, 0.00, -0.59),Yaw: 6.430121,0,1,1,1
7142.93,52,(0.20, 0.00, -0.59),Yaw: 6.457082,0,1,1,1
7143.43,52,(0.20, 0.00, -0.59),Yaw: 3.215767,0,1,1,1
7143.93,52,(0.20, 0.00, -0.59),Yaw: 15.1531,0,1,1,1
7144.443,52,(0.20, 0.00, -0.59),Yaw: 36.99732,0,1,0,1
7144.955,52,(0.20, 0.00, -0.59),Yaw: 41.48455,0,1,0,1
7145.455,52,(0.20, 0.00, -0.59),Yaw: 2.745176,0,1,1,1
7145.967,52,(0.20, 0.00, -0.59),Yaw: 347.9058,1,1,1,0
7146.479,52,(0.20, 0.00, -0.59),Yaw: 357.4089,0,1,1,1
7146.98,52,(0.20, 0.00, -0.59),Yaw: 357.8788,1,1,1,0
7147.481,52,(0.20, 0.00, -0.59),Yaw: 359.0966,1,1,1,0
7147.992,52,(0.20, 0.00, -0.59),Yaw: 2.782357,1,1,1,0
7148.492,52,(0.20, 0.00, -0.59),Yaw: 3.388504,1,1,1,0
7148.993,52,(0.20, 0.00, -0.59),Yaw: 2.739629,1,1,1,0
7149.493,52,(0.20, 0.00, -0.59),Yaw: 2.458026,1,1,1,0
7150.005,52,(0.20, 0.00, -0.59),Yaw: 5.761237,1,1,1,0
7150.505,52,(0.20, 0.00, -0.59),Yaw: 359.0636,1,1,1,0
7151.005,52,(0.20, 0.00, -0.59),Yaw: 358.1746,1,1,1,0
7151.518,52,(0.20, 0.00, -0.59),Yaw: 358.5884,1,1,1,0
7152.018,52,(0.20, 0.00, -0.59),Yaw: 357.1967,1,1,1,0
7152.518,52,(0.20, 0.00, -0.59),Yaw: 343.438,1,1,1,0
7153.019,52,(0.20, 0.00, -0.59),Yaw: 342.3295,1,0,1,0
7153.53,52,(0.20, 0.00, -0.59),Yaw: 2.310853,1,1,1,0
7154.043,52,(0.20, 0.00, -0.59),Yaw: 359.7679,1,1,1,0
7154.556,52,(0.20, 0.00, -0.59),Yaw: 357.7174,1,1,1,0
7155.068,52,(0.20, 0.00, -0.59),Yaw: 4.927254,1,1,1,0
7155.581,52,(0.20, 0.00, -0.59),Yaw: 4.066173,0,1,1,1
7156.094,52,(0.20, 0.00, -0.59),Yaw: 3.549632,1,1,1,0
7156.594,52,(0.20, 0.00, -0.59),Yaw: 4.661042,0,1,1,1
7157.105,52,(0.20, 0.00, -0.59),Yaw: 2.81983,0,1,1,1
7157.617,52,(0.22, 0.00, -0.61),Yaw: 0.05790851,0,1,1,1
7158.117,52,(0.22, 0.00, -0.61),Yaw: 15.03457,1,1,1,0
7158.617,52,(0.22, 0.00, -0.61),Yaw: 4.4083,1,1,1,0
7159.118,52,(0.22, 0.00, -0.61),Yaw: 350.0166,1,0,1,1
7159.618,52,(0.22, 0.00, -0.61),Yaw: 350.8017,1,0,1,1
7160.118,52,(0.22, 0.00, -0.61),Yaw: 354.8694,1,0,1,1
7160.63,52,(0.22, 0.00, -0.61),Yaw: 358.3188,0,1,1,0
7161.143,52,(0.23, 0.00, -0.64),Yaw: 357.9003,0,1,1,0
7161.644,52,(0.15, 0.00, -0.57),Yaw: 358.0188,0,1,1,0
7162.155,52,(0.15, 0.00, -0.57),Yaw: 2.935427,0,1,1,0
7162.668,52,(0.16, 0.00, -0.56),Yaw: 0.3436837,0,1,1,0
7163.181,52,(0.16, 0.00, -0.56),Yaw: 356.9161,0,1,1,0
7163.693,52,(0.16, 0.00, -0.56),Yaw: 346.5938,0,1,1,0
7164.193,52,(0.18, 0.00, -0.62),Yaw: 331.3639,0,1,1,0
7164.706,52,(0.18, 0.00, -0.62),Yaw: 354.0885,0,1,1,0
7165.206,52,(0.18, 0.00, -0.62),Yaw: 4.24924,0,1,1,0
7165.717,52,(0.18, 0.00, -0.62),Yaw: 6.225061,0,1,1,0
7166.218,52,(0.18, 0.00, -0.62),Yaw: 7.125164,0,1,0,0
7166.73,52,(0.23, 0.00, -0.69),Yaw: 5.506617,0,1,0,0
7167.244,52,(0.23, 0.00, -0.69),Yaw: 1.307627,0,1,1,0
7167.755,52,(0.23, 0.00, -0.69),Yaw: 17.31686,0,1,0,0
7168.268,52,(0.23, 0.00, -0.69),Yaw: 37.46468,1,1,0,0
7168.781,52,(0.23, 0.00, -0.66),Yaw: 19.93504,0,1,0,0
7169.293,52,(0.23, 0.00, -0.66),Yaw: 358.7192,0,1,1,0
