6786.36,51,(-1.26, 0.00, -0.99),Yaw: 48.2273,0,0,0,0
6786.875,51,(-1.26, 0.00, -0.99),Yaw: 349.7055,0,0,0,0
6787.388,51,(-1.26, 0.00, -0.99),Yaw: 349.7198,0,0,0,0
6787.899,51,(-1.26, 0.00, -0.99),Yaw: 351.0143,0,0,0,0
6788.412,51,(-1.26, 0.00, -0.99),Yaw: 352.2403,0,0,0,0
6788.912,51,(-1.26, 0.00, -0.99),Yaw: 355.8622,0,0,0,0
6789.419,51,(-1.25, 0.00, -0.99),Yaw: 43.07822,0,0,0,0
6789.925,51,(-1.12, 0.00, -0.96),Yaw: 43.19735,0,1,0,0
6790.437,51,(-0.88, 0.00, -0.57),Yaw: 41.92519,1,0,0,0
6790.949,51,(-0.88, 0.00, -0.57),Yaw: 43.27872,1,0,0,0
6791.449,51,(-0.88, 0.00, -0.57),Yaw: 45.60974,1,0,0,0
6791.962,51,(-0.88, 0.00, -0.57),Yaw: 46.51225,1,0,0,0
6792.474,51,(-0.88, 0.00, -0.57),Yaw: 36.15634,0,1,0,0
6792.974,51,(-0.85, 0.00, -0.58),Yaw: 37.41785,1,1,0,0
6793.475,51,(-3.22, 0.00, -9.49),Yaw: 37.35765,0,0,0,0
6793.988,51,(-2.94, 0.00, -9.22),Yaw: 26.49188,0,0,0,0
6794.501,51,(-2.89, 0.00, -9.10),Yaw: 13.85528,0,0,0,0
6795.012,51,(-2.94, 0.00, -8.53),Yaw: 9.885059,0,0,0,0
6795.525,51,(-2.00, 0.00, -8.41),Yaw: 15.73141,0,0,0,0
6796.025,51,(-2.09, 0.00, -7.94),Yaw: 13.17957,0,0,0,0
6796.525,51,(-1.94, 0.00, -7.47),Yaw: 13.4103,0,0,0,1
6797.037,51,(-1.74, 0.00, -6.95),Yaw: 12.64301,0,0,0,1
6797.549,51,(-2.05, 0.00, -6.56),Yaw: 8.525028,1,0,0,0
6798.05,51,(-0.80, 0.00, -6.57),Yaw: 12.26025,0,0,0,0
6798.562,51,(-0.77, 0.00, -6.22),Yaw: 10.30763,0,0,0,0
6799.063,51,(-0.66, 0.00, -5.96),Yaw: 10.19242,0,0,0,0
6799.575,51,(-0.79, 0.00, -5.07),Yaw: 10.05518,0,0,0,1
6800.087,51,(-0.71, 0.00, -4.15),Yaw: 10.49068,0,0,0,0
6800.588,51,(-0.77, 0.00, -3.72),Yaw: 10.71529,0,0,0,0
6801.1,51,(-0.76, 0.00, -3.15),Yaw: 13.59745,0,1,0,0
6801.601,51,(-0.79, 0.00, -2.60),Yaw: 14.2103,1,0,0,0
6802.112,51,(-0.72, 0.00, -2.20),Yaw: 16.95143,1,0,0,0
6802.625,51,(-0.85, 0.00, -1.76),Yaw: 15.33758,0,1,0,0
6803.137,51,(-0.77, 0.00, -1.81),Yaw: 12.88007,0,1,0,0
6803.65,51,(-0.80, 0.00, -1.81),Yaw: 12.79944,1,0,0,0
6804.162,51,(-0.75, 0.00, -1.75),Yaw: 13.26321,1,0,0,0
6804.662,51,(-0.93, 0.00, -1.55),Yaw: 13.25548,0,1,0,0
6805.174,51,(-0.95, 0.00, -1.38),Yaw: 13.52431,0,1,0,0
6805.687,51,(-0.95, 0.00, -1.38),Yaw: 14.65499,0,1,0,0
6806.187,51,(-1.07, 0.00, -1.07),Yaw: 12.96039,1,0,0,0
6806.7,51,(-0.97, 0.00, -1.03),Yaw: 17.94937,0,1,0,0
6807.2,51,(-0.42, 0.02, -0.48),Yaw: 18.51818,0,1,0,0
6807.7,51,(-0.40, 0.00, -0.20),Yaw: 14.66228,1,1,0,0
6808.212,51,(-0.23, 0.00, 0.27),Yaw: 11.88549,0,0,1,0
6808.713,51,(-0.32, 0.00, 0.54),Yaw: 10.51967,0,0,0,0
6809.225,51,(-0.53, 0.00, 1.59),Yaw: 10.72842,0,0,0,0
6809.737,51,(-0.66, 0.03, 2.11),Yaw: 10.27868,0,0,0,0
6810.25,51,(3.71, 0.00, -9.01),Yaw: 11.15277,0,1,0,0
6810.762,51,(3.55, 0.00, -8.82),Yaw: 356.9212,0,1,0,0
6811.262,51,(2.97, 0.00, -8.30),Yaw: 348.9744,0,0,1,0
6811.763,51,(2.25, 0.00, -8.06),Yaw: 346.5946,0,0,0,0
6812.275,51,(1.46, 0.00, -7.70),Yaw: 349.4731,0,0,0,0
6812.788,51,(0.66, 0.00, -6.71),Yaw: 352.6308,1,0,0,0
6813.3,51,(0.71, 0.00, -6.01),Yaw: 355.4207,0,0,0,1
6813.813,51,(0.79, 0.00, -5.46),Yaw: 356.3012,0,0,0,1
6814.324,51,(0.62, 0.00, -4.79),Yaw: 357.0738,0,0,1,0
6814.824,51,(0.27, 0.00, -4.30),Yaw: 356.3652,0,0,0,0
6815.324,51,(-0.11, 0.00, -3.77),Yaw: 357.3112,0,0,0,1
6815.825,51,(-0.31, 0.00, -3.42),Yaw: 359.4865,0,0,1,0
6816.337,51,(-0.19, 0.00, -3.16),Yaw: 0.04690689,0,0,1,0
6816.851,51,(-0.32, 0.00, -3.01),Yaw: 0.5054665,1,0,1,0
6817.362,51,(-0.35, 0.00, -2.95),Yaw: 359.6216,1,0,1,0
6817.862,51,(-0.70, 0.00, -2.40),Yaw: 1.633812,1,1,0,1
6818.375,51,(-0.82, 0.00, -2.11),Yaw: 3.521138,1,1,0,0
6818.887,51,(-0.82, 0.00, -2.11),Yaw: 3.383194,1,1,0,0
6819.388,51,(-0.90, 0.00, -1.83),Yaw: 2.513284,0,1,0,1
6819.9,51,(-0.97, 0.00, -1.41),Yaw: 4.781868,0,1,0,0
6820.412,51,(-0.89, 0.00, -1.34),Yaw: 6.164063,0,1,1,1
6820.913,51,(-0.88, 0.00, -1.30),Yaw: 6.125252,0,1,0,1
6821.413,51,(-0.68, 0.00, -1.14),Yaw: 8.863667,0,1,0,1
6821.913,51,(-0.54, 0.00, -1.00),Yaw: 11.48091,1,1,0,0
6822.425,51,(-0.50, 0.00, -0.90),Yaw: 12.58628,0,1,1,0
6822.937,51,(-0.51, 0.00, -0.94),Yaw: 14.04225,0,1,1,0
6823.437,51,(-0.48, 0.00, -0.89),Yaw: 12.93852,0,1,1,0
6823.938,51,(-0.45, 0.00, -0.85),Yaw: 3.27437,0,0,1,0
6824.45,51,(-0.28, 0.00, -0.61),Yaw: 359.0922,0,1,1,0
6824.951,51,(-0.07, 0.00, -0.30),Yaw: 0.5623958,0,0,1,0
6825.463,51,(0.30, 0.00, -0.07),Yaw: 2.02999,0,0,0,0
6825.963,51,(0.35, 0.00, 0.20),Yaw: 2.692585,0,0,0,0
6826.475,51,(0.35, 0.00, 0.54),Yaw: 1.620762,0,0,0,0
6826.988,51,(0.12, 0.00, 0.68),Yaw: 358.705,0,0,0,0
6827.488,51,(4.89, 0.00, -8.72),Yaw: 351.9486,0,0,0,0
6828,51,(4.64, 0.00, -8.53),Yaw: 352.3965,0,0,0,0
6828.5,51,(4.30, 0.00, -8.28),Yaw: 351.8119,0,0,0,0
6829.014,51,(3.51, 0.00, -8.21),Yaw: 349.4438,0,0,0,0
6829.525,51,(3.00, 0.00, -8.33),Yaw: 344.444,0,0,0,0
6830.026,51,(1.91, 0.00, -8.36),Yaw: 341.8194,0,0,0,0
6830.538,51,(1.01, 0.00, -8.57),Yaw: 342.2324,0,0,0,0
6831.038,51,(-0.01, 0.00, -8.69),Yaw: 351.1847,0,0,0,0
