Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,,,,,,,,,,,,,
0.5,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,
1.5,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,
3.5,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,
4.5,,,,,,,,,,,,,
5.0,173.0,-0.23,0.0,-3.09,1.4589743731632665,0.0,1.0,0.0,0.0,1.0,3.1,,
5.5,173.0,-0.25,0.0,-2.46,1.4946869687050166,0.0,1.0,1.0,1.0,1.0,2.47,1.26,1.6
6.0,173.0,-0.25,0.0,-2.43,1.4785127930872748,0.0,1.0,1.0,1.0,1.0,2.44,0.06,1.57
6.5,173.0,-0.25,0.0,-2.43,1.4874593682862902,0.0,1.0,1.0,1.0,1.0,2.44,0.0,1.57
7.0,173.0,-0.25,0.0,-2.43,-4.7022939959911545,0.0,1.0,1.0,1.0,1.0,2.44,0.0,1.57
7.5,173.0,-0.25,0.0,-2.43,-4.5836482587698315,0.0,1.0,1.0,1.0,1.0,2.44,0.0,1.57
8.0,173.0,-0.25,0.0,-2.43,-4.637386946438737,0.0,1.0,1.0,1.0,1.0,2.44,0.0,1.57
8.5,173.0,-0.13,0.0,-2.07,1.5319345813238956,1.0,1.0,0.0,0.0,1.0,2.07,0.76,1.25
9.0,173.0,-0.16,0.0,-2.09,1.534215691749667,1.0,1.0,1.0,0.0,1.0,2.1,0.07,-2.55
9.5,173.0,-0.17,0.0,-2.05,1.5149033094170845,1.0,1.0,0.0,0.0,1.0,2.06,0.08,1.82
10.0,173.0,-0.22,0.0,-2.25,1.5274634666593068,0.0,1.0,1.0,0.0,1.0,2.26,0.41,-1.82
10.5,173.0,-0.2,0.0,-2.06,1.5175809935554943,1.0,1.0,1.0,0.0,1.0,2.07,0.38,1.47
11.0,173.0,-0.19,0.0,-2.09,1.5094957208890456,1.0,1.0,1.0,0.0,1.0,2.1,0.06,-1.25
11.5,173.0,-0.19,0.0,-2.09,1.5089621039235408,1.0,1.0,1.0,1.0,1.0,2.1,0.0,-1.25
12.0,173.0,-0.2,0.0,-2.17,1.5257359048590975,0.0,0.0,0.0,1.0,1.0,2.18,0.16,-1.7
12.5,173.0,-0.19,0.0,-2.07,1.5380039463444133,1.0,0.0,0.0,1.0,1.0,2.08,0.2,1.47
13.0,173.0,-0.19,0.0,-2.15,1.5564261304733333,0.0,0.0,0.0,1.0,1.0,2.16,0.16,-1.57
13.5,173.0,-0.21,0.0,-2.09,1.5400120000087103,1.0,0.0,0.0,1.0,1.0,2.1,0.13,1.89
14.0,173.0,-0.24,0.0,-2.07,1.5447117178987255,1.0,0.0,0.0,1.0,1.0,2.08,0.07,2.55
14.5,173.0,-0.27,0.0,-2.01,1.5566098857183002,1.0,0.0,0.0,1.0,1.0,2.03,0.13,2.03
15.0,173.0,-0.25,0.0,-2.02,-4.711593110245781,1.0,0.0,0.0,1.0,1.0,2.04,0.04,-0.46
15.5,173.0,-0.22,0.0,-2.12,-4.703746109928813,1.0,0.0,1.0,1.0,1.0,2.13,0.21,-1.28
16.0,173.0,-0.22,0.0,-2.14,-4.682578756760626,0.0,0.0,1.0,1.0,1.0,2.15,0.04,-1.57
16.5,173.0,-0.21,0.0,-2.07,1.5646206520243107,1.0,0.0,0.0,1.0,1.0,2.08,0.14,1.43
17.0,173.0,-0.21,0.0,-2.07,-4.63616347063309,1.0,0.0,0.0,1.0,1.0,2.08,0.0,1.43
