Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,,,,,,,,,,,,,
0.5,156.0,0.18,0.0,-1.23,-4.399447954843602,0.0,1.0,0.0,1.0,1.0,1.24,,
1.0,156.0,0.02,0.0,-1.49,-4.084545179223274,1.0,1.0,0.0,0.0,1.0,1.49,0.61,-2.12
1.5,156.0,0.17,0.0,-1.24,-4.437639249535742,0.0,1.0,0.0,1.0,1.0,1.25,0.58,1.03
2.0,156.0,0.18,0.0,-1.23,-4.400969881951341,0.0,1.0,0.0,1.0,1.0,1.24,0.03,0.79
2.5,156.0,0.18,0.0,-1.23,-4.397079543048646,0.0,1.0,0.0,1.0,1.0,1.24,0.0,0.79
3.0,156.0,0.23,0.0,-1.23,-4.392922168770395,0.0,1.0,0.0,1.0,1.0,1.25,0.1,0.0
3.5,156.0,0.34,0.0,-1.22,-4.391276323285766,1.0,1.0,0.0,1.0,1.0,1.27,0.22,0.09
4.0,156.0,0.29,0.0,-1.22,-4.388647857432262,1.0,0.0,0.0,1.0,1.0,1.25,0.1,3.14
4.5,156.0,0.21,0.0,-1.22,-4.385441687596348,0.0,1.0,0.0,1.0,1.0,1.24,0.16,3.14
5.0,156.0,0.21,0.0,-1.22,-4.387846751305596,0.0,1.0,0.0,1.0,1.0,1.24,0.0,3.14
5.5,156.0,0.21,0.0,-1.22,-4.380931756809194,0.0,1.0,0.0,1.0,1.0,1.24,0.0,3.14
6.0,156.0,0.23,0.0,-1.22,-4.375955823111759,0.0,1.0,0.0,1.0,1.0,1.24,0.04,0.0
6.5,156.0,0.22,0.0,-1.22,-4.372571629692142,0.0,1.0,0.0,1.0,1.0,1.24,0.02,3.14
7.0,156.0,0.18,0.0,-1.21,-4.318848649986505,0.0,1.0,0.0,1.0,1.0,1.22,0.08,2.9
7.5,156.0,0.27,0.0,-1.22,-4.292326626673199,0.0,1.0,0.0,1.0,1.0,1.25,0.18,-0.11
8.0,156.0,0.36,0.0,-1.19,-4.316968930382107,0.0,1.0,1.0,1.0,1.0,1.24,0.19,0.32
8.5,156.0,0.21,0.0,-1.18,-4.3169916196623825,0.0,1.0,0.0,1.0,1.0,1.2,0.3,3.08
9.0,156.0,0.16,0.0,-1.14,-4.344306022456093,0.0,0.0,0.0,1.0,1.0,1.15,0.13,2.47
9.5,156.0,0.18,0.0,-1.12,-4.343279768855921,0.0,0.0,1.0,1.0,1.0,1.13,0.06,0.79
10.0,156.0,0.1,0.0,-1.09,-4.345091420619491,0.0,0.0,0.0,1.0,1.0,1.09,0.17,2.78
10.5,156.0,0.12,0.0,-1.1,-4.334062685076139,0.0,0.0,0.0,1.0,1.0,1.11,0.04,-0.46
11.0,156.0,0.12,0.0,-1.1,-4.343744026436951,0.0,0.0,0.0,1.0,1.0,1.11,0.0,-0.46
