Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,,,,,,,,,,,,,
0.5,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,
1.5,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,
3.5,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,
4.5,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,
5.5,139.0,0.29,-0.01,-1.14,1.4304873883648954,1.0,0.0,1.0,1.0,1.0,1.18,,
6.0,139.0,0.3,-0.01,-1.1,-4.12496525937021,0.0,1.0,0.0,1.0,1.0,1.14,0.08,1.33
6.5,139.0,0.3,-0.01,-1.1,-4.270937616690008,0.0,1.0,0.0,1.0,1.0,1.14,0.0,0.0
7.0,139.0,0.34,-0.01,-1.03,-4.198019505870937,0.0,1.0,0.0,1.0,1.0,1.08,0.16,1.05
7.5,139.0,0.47,-0.01,-1.17,-4.157243378556593,1.0,0.0,0.0,1.0,1.0,1.26,0.38,-0.82
8.0,139.0,0.57,-0.01,-1.24,-4.178553848723444,1.0,0.0,0.0,1.0,1.0,1.36,0.24,-0.61
8.5,139.0,0.57,-0.01,-1.24,-4.150410414535036,1.0,1.0,0.0,1.0,1.0,1.36,0.0,0.0
9.0,139.0,0.61,-0.01,-1.34,-4.3419882252094455,1.0,0.0,0.0,1.0,1.0,1.47,0.22,-1.19
9.5,139.0,0.67,-0.01,-1.4,-4.125368430427421,1.0,0.0,0.0,1.0,1.0,1.55,0.17,-0.79
10.0,139.0,0.65,-0.01,-1.43,1.536229138481353,1.0,0.0,0.0,1.0,1.0,1.57,0.07,-2.16
10.5,139.0,0.65,-0.01,-1.43,-4.36507020456707,1.0,0.0,0.0,1.0,1.0,1.57,0.0,0.0
11.0,139.0,0.69,-0.01,-1.42,-3.4616441505035054,1.0,1.0,0.0,0.0,1.0,1.58,0.08,0.24
11.5,139.0,0.69,-0.01,-1.42,-4.037883801671205,1.0,0.0,0.0,1.0,1.0,1.58,0.0,0.0
12.0,139.0,0.7,-0.01,-1.35,-3.960021173081234,1.0,1.0,0.0,1.0,1.0,1.52,0.14,1.43
12.5,139.0,0.72,-0.01,-1.4,-3.968932824241917,1.0,1.0,0.0,1.0,1.0,1.57,0.11,-1.19
13.0,139.0,0.71,-0.01,-1.38,-3.9653775885556053,1.0,1.0,0.0,1.0,1.0,1.55,0.04,2.03
13.5,139.0,0.7,-0.01,-1.37,-3.9741565946931363,1.0,1.0,0.0,1.0,1.0,1.54,0.03,2.36
14.0,139.0,0.7,-0.01,-1.37,-4.063447639225166,1.0,1.0,0.0,1.0,1.0,1.54,0.0,0.0
14.5,139.0,0.7,-0.01,-1.37,-4.095167253050912,1.0,0.0,0.0,1.0,1.0,1.54,0.0,0.0
15.0,139.0,0.7,-0.01,-1.37,-3.7173156872989024,1.0,1.0,0.0,0.0,1.0,1.54,0.0,0.0
15.5,139.0,0.72,0.0,-1.4,-3.8384624813383335,1.0,1.0,0.0,0.0,1.0,1.57,0.07,-0.98
16.0,139.0,0.72,-0.01,-1.4,-3.8384624813383335,1.0,1.0,0.0,0.0,1.0,1.57,0.07,0.0
16.5,139.0,0.72,-0.01,-1.4,-3.8566924453754137,1.0,1.0,0.0,1.0,1.0,1.57,0.0,0.0
17.0,139.0,0.76,-0.01,-1.44,-3.872147335901824,1.0,1.0,0.0,0.0,1.0,1.63,0.11,-0.79
17.5,139.0,0.83,-0.01,-1.45,-3.868661913385591,1.0,0.0,0.0,0.0,1.0,1.67,0.14,-0.14
