Time,ID,Positionx,Positionz,Positiony,Yaw,Up,Right,Down,Left,Trajectory,Distance,Speed,Direction
0.0,,,,,,,,,,,,,
0.5,,,,,,,,,,,,,
1.0,,,,,,,,,,,,,
1.5,,,,,,,,,,,,,
2.0,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,
3.5,,,,,,,,,,,,,
4.0,,,,,,,,,,,,,
4.5,181.0,0.78,0.0,-4.32,1.5347380862480815,0.0,0.0,0.0,0.0,1.0,4.39,,
5.0,181.0,0.55,0.0,-4.35,-4.519214193444705,0.0,0.0,0.0,0.0,1.0,4.38,0.46,-3.01
5.5,181.0,0.37,0.0,-4.2,-4.6206213136440795,0.0,0.0,0.0,0.0,1.0,4.22,0.47,2.45
6.0,181.0,0.37,0.0,-4.2,-4.653208356108066,0.0,0.0,0.0,0.0,1.0,4.22,0.0,2.45
6.5,181.0,0.16,0.0,-3.65,1.570077892027976,1.0,0.0,0.0,0.0,1.0,3.65,1.18,1.94
7.0,181.0,0.15,0.0,-3.64,-4.70492420717391,1.0,0.0,0.0,0.0,1.0,3.64,0.03,2.36
7.5,181.0,0.15,0.0,-3.64,1.5405364714489347,1.0,0.0,0.0,0.0,1.0,3.64,0.0,2.36
8.0,181.0,0.1,0.0,-3.67,1.537817632446763,1.0,0.0,0.0,0.0,1.0,3.67,0.12,-2.6
8.5,181.0,0.25,0.0,-3.67,1.5042812879493246,1.0,0.0,0.0,0.0,1.0,3.68,0.3,0.0
9.0,181.0,0.52,0.0,-3.26,-4.6541962124646945,0.0,0.0,0.0,0.0,1.0,3.3,0.98,0.99
9.5,181.0,0.48,0.0,-3.23,-4.606777362017261,1.0,0.0,0.0,0.0,1.0,3.27,0.1,2.5
10.0,181.0,0.4,0.0,-2.97,-4.605932622659296,1.0,0.0,0.0,0.0,1.0,3.0,0.54,1.87
10.5,181.0,0.4,0.0,-2.97,-4.6328194197862675,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
11.0,181.0,0.4,0.0,-2.97,-4.6038696434834385,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
11.5,181.0,0.4,0.0,-2.97,-4.5122555657170045,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
12.0,181.0,0.4,0.0,-2.97,-4.560581987375475,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
12.5,181.0,0.4,0.0,-2.97,-4.558988501768404,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
13.0,181.0,0.4,0.0,-2.97,-4.585711237945689,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
13.5,181.0,0.4,0.0,-2.97,-4.710067692479537,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
14.0,181.0,0.4,0.0,-2.97,1.535931769283398,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
14.5,181.0,0.4,0.0,-2.97,-4.664481437746698,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
15.0,181.0,0.4,0.0,-2.97,-4.678330625361273,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
15.5,181.0,0.4,0.0,-2.97,-4.695670471479836,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
16.0,181.0,0.4,0.0,-2.97,-4.527600500500538,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
16.5,181.0,0.4,0.0,-2.97,-4.4225072449209515,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
17.0,181.0,0.4,0.0,-2.97,-4.611152902452011,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.87
