Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°)
849.0,40.13468897412531,241.66107092890888,849.0,32.059705184656195,260.7131385570392,849.0,16.711324524250813,268.33385041635484,849.0,39.36657652631402,244.32841881737113,849.0,48.29583224025555,249.85410571889952,849.0,44.714776702341624,253.1774321515113
850.0,39.776573957293294,242.37599801132455,850.0,32.3092821049504,261.8077385481447,850.0,15.495844868710265,268.5356119070202,850.0,39.9547755131498,245.89067105017602,850.0,48.22556998743676,250.29653520788997,850.0,44.42865092935972,254.30016777990386
851.0,39.15934063447639,243.53024169197306,851.0,32.71837093064096,262.77558799274266,851.0,14.512476144358516,268.9814755413681,851.0,40.54937037243508,247.0648895399645,851.0,48.862300292705186,250.8245501019992,851.0,44.24030368984677,255.2212041351013
852.0,38.64983720635064,244.83412367291749,852.0,33.158935644314624,263.74395625293255,852.0,13.824170554755256,269.6724787754938,852.0,41.15351163339801,249.5700284591876,852.0,49.79439783026464,251.5792277827859,852.0,44.141511142486706,256.4394418122247
853.0,38.20298137003556,246.1575211212039,853.0,33.49116172664799,264.5996419223957,853.0,14.018410357530229,270.3040957916528,853.0,41.659365001134574,251.35271734185517,853.0,50.1111895639915,252.4161767871119,853.0,43.862595244310796,258.07981527317315
854.0,37.90081356023438,247.29847528180107,854.0,33.71504912665114,265.34264497319236,854.0,14.531368826399557,270.7006889441982,854.0,42.79108380060643,253.36751655954868,854.0,50.237297486979514,253.36087944777682,854.0,43.98829871928319,260.004100646358
855.0,37.85319524258375,248.27727982681245,855.0,33.88745859928895,266.34355900390074,855.0,15.086059654946439,271.430660631042,855.0,43.26241475332063,255.33446471393108,855.0,50.52200393611565,254.23426520870999,855.0,43.911235640523955,261.8141467636451
856.0,37.80740444292314,249.14521756675094,856.0,34.4251920748502,267.14718357333913,856.0,15.443367690313607,272.67489819508046,856.0,44.66777064290363,256.98411832004786,856.0,50.920836090575904,254.86925560049713,856.0,44.04089867428411,263.49822075944394
857.0,37.72800555056892,250.14198108483106,857.0,35.16934680612758,267.8433136800304,857.0,16.137166201951914,274.51613165438175,857.0,45.51143114012666,258.3287881119177,857.0,51.26818991615437,255.76215691771358,857.0,44.40937286440749,265.01988588180393
858.0,37.36562698963098,251.115597427357,858.0,35.57569397252519,268.97746346425265,858.0,16.583115698304027,276.1130037154071,858.0,46.892011082265526,259.57141161477193,858.0,51.63128162664361,256.6553176785819,858.0,44.77784683241043,266.5415510125458
859.0,37.06163196626585,252.36741841770709,859.0,36.36127563624177,270.0254500815645,859.0,17.066631668014452,277.3408385901712,859.0,47.63972008496057,261.0069140540436,859.0,52.17409147939179,258.10592565406114,859.0,45.10773557086941,266.5839544874616
860.0,36.69681689282879,253.48885716916993,860.0,37.12990092439577,271.1470885593444,860.0,17.76326824678108,278.0546670812182,860.0,47.882289783097804,262.5265039061196,860.0,52.79924634669442,259.33609723392874,860.0,45.57896168064326,266.64717057486996
861.0,36.85196547303349,254.58190083270893,861.0,37.63128478056751,272.24583930149674,861.0,18.35491610702593,278.4525573607534,861.0,47.65698365285061,263.7796217603609,861.0,53.72677378705703,260.3679423192516,861.0,45.657347135595046,266.6669454849325
862.0,37.06823867559433,255.78684892412275,862.0,37.69200491847005,273.3373265559785,862.0,19.286708519561216,279.22571008233353,862.0,47.6729256559629,264.7225084179081,862.0,54.09565250435844,260.9100249935873,862.0,46.06592581223231,266.7106461096555
863.0,37.44463307922706,256.8280909312889,863.0,37.48609306977596,274.36897040717304,863.0,20.325316582340747,280.20393439149484,863.0,47.403756068553776,265.7715922049247,863.0,54.28928096033633,261.5785984750837,863.0,46.52141388889868,266.77360281487927
864.0,37.63125758327078,257.92165343882516,864.0,37.59554999845568,275.3688468891196,864.0,21.24411166680511,280.8105277293362,864.0,47.01111930771731,266.67077819397673,864.0,53.96619540301617,263.0334154055454,864.0,46.61584185925312,266.77515936410055
865.0,37.24552686861716,259.3569553606212,865.0,37.67718583869282,276.14647095510736,865.0,22.032130093313754,281.71069084573537,865.0,46.69564960885327,267.66365031851456,865.0,53.62767658859957,264.46949511626735,865.0,47.05254611046985,267.0226346645504
866.0,36.96843955758959,260.8864621585235,866.0,37.570575061487034,276.88402648456395,866.0,22.870407751994208,282.4268541983329,866.0,46.69564960885327,267.66365031851456,866.0,53.13969743694179,265.42255768179893,866.0,46.80388750275597,268.7374381199479
867.0,36.90081938006915,262.12369650043547,867.0,37.44700808892958,277.69523379812017,867.0,23.28985108458437,282.7664581043646,867.0,46.69564960885327,267.66365031851456,867.0,52.98008409864269,266.5104129863903,867.0,46.31702690466773,270.5776948132552
868.0,37.40068092115689,263.3148361938074,868.0,37.40700404718518,278.2120933760889,868.0,23.673859262024052,283.3457546434365,868.0,46.69564960885327,267.66365031851456,868.0,51.97660989128053,268.1758079151623,868.0,46.03780628333334,272.23654603911564
869.0,38.12696572672576,264.14005170064047,869.0,37.336742467130534,278.65452292980626,869.0,23.84748746571131,284.27275730203837,869.0,45.978302276460454,268.2063102182001,869.0,51.65718006819952,269.40889131836593,869.0,46.09943928779103,273.27259996766225
870.0,38.38050133548677,264.9944404764101,870.0,37.267699086572975,279.02304128045216,870.0,23.78930982691236,284.93717991001904,870.0,45.29334482422564,268.69405561173335,870.0,50.55085076147225,270.62900312710553,870.0,46.11142161756288,274.45569803519174
871.0,38.03842964884825,265.6911492231302,871.0,37.12839414586779,279.83398918481544,871.0,24.094628190272488,285.5151795190759,871.0,44.289058787282556,269.45377961499617,871.0,48.688793713925406,271.8551402678713,871.0,46.02653943875339,275.7850619563833
872.0,37.61949548579287,266.2756941164844,872.0,37.0347801882308,280.7381043303758,872.0,24.96072666766122,286.45359544595703,872.0,43.79508937103674,269.8152935579419,872.0,48.73925731983036,272.61376779107377,872.0,45.7576748165302,276.8156679784879
873.0,37.65757232811302,266.83080634009093,873.0,37.14576000231318,281.6455918243155,873.0,26.071932253194973,287.80267335567623,873.0,43.3967662617797,270.10445285076275,873.0,48.81662806146778,273.6500811763108,873.0,45.74061792565044,277.85042480099946
874.0,37.917199333314784,267.31563911866397,874.0,37.224959213403054,282.57103828852996,874.0,28.24418204824906,289.72372440388426,874.0,43.062004327075556,270.35769422957674,874.0,48.89217122271657,274.79726138105616,874.0,45.393063523690216,278.8797337124124
875.0,38.036707328865305,267.7057482060045,875.0,37.25663992285263,283.5141843268648,875.0,31.126161951804534,291.56406005006284,875.0,43.12587006331887,270.30329850828275,875.0,48.98649830033537,275.7599229970947,875.0,45.18836930056568,279.8374662492424
876.0,38.17164867173415,268.11459450935945,876.0,37.56165292870719,284.1106621590443,876.0,33.040915508172475,292.8709349562414,876.0,43.078046929324046,270.33947584591806,876.0,49.09625867696013,276.7413218608126,876.0,44.983675114344805,280.7951987790875
877.0,38.19429201981984,268.6509695216082,877.0,37.72471961961128,284.7232830966823,877.0,34.53378955763765,293.98602821305394,877.0,43.25329685979523,270.2129848697223,877.0,49.18784436106216,277.87028368748724,877.0,45.21751210093498,281.88953978428617
878.0,38.14971943991259,269.4449960910715,878.0,37.822397894458845,285.4826887967065,878.0,34.63207697193138,294.7084782780148,878.0,43.380723752314225,270.1226712241769,878.0,49.262473631999455,279.0728973043151,878.0,45.059118088916875,282.90348398452625
879.0,38.263440415263176,270.1861833818257,879.0,37.8429091332946,286.1484084255062,879.0,33.65236464049667,294.93260642234236,879.0,43.51901525387075,270.3282618126832,879.0,49.352536286227405,280.29424814879894,879.0,44.703135955147445,283.4890662934631
880.0,37.9424893631367,271.51165613671765,880.0,37.988105842494406,286.8901145523414,880.0,32.5273560162168,295.37613361608237,880.0,43.29106878163293,270.7865749229677,880.0,49.17535790288821,281.49271088140085,880.0,44.4261483498849,284.0574679109268
881.0,37.88969333912246,272.80458329292014,881.0,38.27524876664393,287.6156776105054,881.0,31.253091777907684,296.2792712938972,881.0,42.55900176684372,273.17727447487414,881.0,48.48369999113493,282.38696765433997,881.0,44.4261483498849,284.0574679109268
882.0,37.78816050605383,274.1891212235205,882.0,38.245804903213866,288.4469192051329,882.0,30.11529185064137,297.49886634619907,882.0,41.09689630032517,275.92559686210006,882.0,47.54084392590448,283.2401180183515,882.0,45.01850743102841,286.3221364989877
883.0,38.001691850833595,275.5603696005419,883.0,38.432123912731186,289.5589595967904,883.0,29.424245787318796,298.35616870597005,883.0,40.265933581162244,277.63080203160644,883.0,46.723282556049526,284.1322994809598,883.0,44.81706328247674,288.0377182858065
884.0,37.91467862331774,277.01907813735306,884.0,38.564932855195366,290.09715053718537,884.0,28.83645980642177,298.67917130934075,884.0,38.712447207188234,280.1927902274765,884.0,46.51919745630585,285.05307639203966,884.0,44.48758333257865,289.88056928897277
885.0,37.71414933062624,278.67922660009935,885.0,38.549399493960664,291.0395183521323,885.0,29.013947243336588,300.32706770766526,885.0,37.91925732139498,282.4715856127441,885.0,47.266700516687706,285.54595167562366,885.0,44.12459606595803,290.89114102115855
886.0,37.882598634809256,279.9203521483578,886.0,38.57295640546363,291.5204599844292,886.0,28.60913088801317,301.9653663318604,886.0,38.45658508327324,284.2547932895832,886.0,48.0521788103506,287.5550443865359,886.0,43.875124937156215,291.7002729056403
887.0,38.32072541152593,281.0365431159735,887.0,38.515691535780206,292.1294491523877,887.0,28.30422432324849,303.2726209531538,887.0,38.503089936682954,285.25363215245306,887.0,48.91218313272111,288.863018471282,887.0,43.86751029989682,292.16221792437136
888.0,39.01248710928485,282.0460179289803,888.0,38.37455914146267,293.0512638539076,888.0,27.968245586846024,303.5997739820741,888.0,38.31382978102192,286.23010200820863,888.0,49.42392097937409,289.33352469233796,888.0,44.07565821520984,292.9049618653953
889.0,39.322577894316055,283.28947824332863,889.0,38.773085745284334,293.7047316431999,889.0,27.602009259397164,303.852497021202,889.0,38.897557437070645,287.1084163491614,889.0,50.28250312467571,289.77278283284977,889.0,43.87401015870273,293.677916421555
890.0,39.491940621170215,284.47517042653635,890.0,39.01027333608363,294.595816698391,890.0,27.67278041993268,304.3342168214731,890.0,38.572137967683375,287.7499510720372,890.0,50.74154422362335,290.5751112443395,890.0,43.62636661354918,294.3761815074831
891.0,39.583831803523935,285.5856543444097,891.0,39.167857334250584,295.5410380847752,891.0,27.97484681638889,304.1543673845008,891.0,38.6731664640829,288.3061009780504,891.0,50.41581948159728,291.2351234224625,891.0,43.608700663316995,295.44789394782856
892.0,39.550428337650374,286.65710734622553,892.0,39.35783098987304,296.43134490866214,892.0,28.107145998394117,303.7684087702073,892.0,39.60830684134271,288.87599987117574,892.0,50.78703280107584,292.5904886974022,892.0,43.47660483827349,296.77647964050993
893.0,39.58241337107029,287.5817756000906,893.0,39.263607719447464,297.3724156538956,893.0,29.21093354630284,303.65722213406116,893.0,42.44368033076171,290.67860493203625,893.0,50.76022816286422,294.2165351831354,893.0,43.49244638241362,298.68047137139365
894.0,39.43579845689237,288.8361907056533,894.0,38.98083377815783,298.2918956144713,894.0,30.969828373286873,304.86911375587806,894.0,44.36777440912556,292.37377525214106,894.0,50.7331189152319,295.8610594649799,894.0,43.50798330781981,300.602940922603
895.0,39.07159327191766,289.9206737894565,895.0,38.37599109171424,299.6496545029804,895.0,32.64333268417977,306.48622027318925,895.0,46.189825382083654,294.5293344310485,895.0,49.233851793571375,297.9988349992782,895.0,43.88275160419289,302.69767739856616
896.0,38.74851050763391,291.3754911404103,896.0,37.95939479849767,301.0474819969386,896.0,34.53777669533156,308.07000321662053,896.0,47.16568131779786,296.4491512333043,896.0,48.26764417323284,299.3136708526872,896.0,43.51275918423198,304.1332385642454
897.0,38.83887877187226,292.5783640597947,897.0,37.49619384435937,302.4075756566599,897.0,35.06789339217357,309.33557299058884,897.0,47.92181492294185,298.32838053489104,897.0,47.65833233832382,299.98749118484557,897.0,43.09342095046304,305.69736608397216
898.0,38.373240790329874,294.086280095391,898.0,36.926177815999836,303.56259764544666,898.0,35.28507887246087,310.4850877742283,898.0,48.73907236708328,300.31951443338767,898.0,47.323165679350495,301.22031528363004,898.0,43.39711399760563,307.3288604239933
899.0,38.30501120898407,295.3604700798169,899.0,36.48206536611542,304.71969495527446,899.0,35.784937801538035,311.6762275714427,899.0,49.012811783584766,301.8581011076458,899.0,46.99378644209355,302.1020611701533,899.0,43.528603492770344,308.90206773392856
900.0,38.39659775875043,296.48943179659545,900.0,36.0152098715771,306.30152228986844,900.0,35.75183918699622,312.729202800896,900.0,49.16613044717815,303.0620119157247,900.0,46.894993689260446,303.3202988966368,900.0,43.6468922290951,309.36608814587817
901.0,38.410712786600925,297.54318524943665,901.0,35.381024153437465,307.52941790642217,901.0,35.191570156486705,313.2929352396168,901.0,48.90843504341319,304.37004432594404,901.0,45.828368135378696,304.04202932678163,901.0,43.17952720646281,310.02376572368667
902.0,38.422695860266685,298.7262833118439,902.0,34.96686499356292,308.7794231036678,902.0,35.19411161460448,315.04884513653815,902.0,48.74029377591796,305.9752781460993,902.0,45.3822232343955,304.36736582173035,902.0,43.09048167197034,310.65071383910254
903.0,38.41863627615385,299.92759975465015,903.0,34.82481932884548,309.7566712535918,903.0,35.88942605257034,316.7976913060993,903.0,48.68201341154054,307.60080578923225,903.0,45.89365581132006,304.8563497066498,903.0,43.19455537293106,311.0220858217217
904.0,38.46239975374192,301.0927388458513,904.0,34.414619720657356,310.7664650613442,904.0,36.227436760556884,317.3022989910096,904.0,48.44371125206817,308.68736402783543,904.0,46.136325096013024,305.4148345608264,904.0,42.9768651900813,311.8132587680593
905.0,38.18988146795891,302.3450786611065,905.0,34.347304300637916,311.9852216737345,905.0,36.698255899129435,318.34509763401,905.0,48.3594378111884,309.9797723926604,905.0,46.470376044511795,306.1596539877355,905.0,42.22581254108809,313.44584967009723
906.0,37.77785392082296,303.46573914121836,906.0,33.738503612345085,313.58319221716374,906.0,37.152118781697936,319.4615480876528,906.0,48.276687453268096,311.1797917513177,906.0,46.583894062554464,308.82305161468685,906.0,41.14162299397867,314.27818792685866
907.0,37.48655203927774,304.9025975577533,907.0,33.178135039284825,315.1080298065208,907.0,37.817275144392624,320.17485933424905,907.0,48.086512858979404,312.21169489389285,907.0,46.45880360156298,309.72664788225666,907.0,40.339802353759296,315.17062923079357
908.0,37.32115375902504,306.34153128787875,908.0,32.82723266177345,316.3405949049629,908.0,38.680628031957895,321.279576855246,908.0,48.72252880514134,313.7377706808038,908.0,46.461139413528144,310.5399305559695,908.0,39.66693106852472,315.88036791980267
909.0,37.31678975839168,307.56132554262877,909.0,32.660007699159905,317.8903955020942,909.0,39.08219927398022,321.74826671602204,909.0,48.64972892124206,315.28912770049646,909.0,46.398696024902165,311.46304233791307,909.0,39.497572995955124,317.55951305804774
910.0,36.91867289552465,308.79311227984726,910.0,32.193153253989294,319.47222298104316,910.0,38.96594227664173,322.1160068162717,910.0,48.61388768570032,316.5084031615406,910.0,46.547445875941776,312.94412013469264,910.0,39.23531037475914,319.14471268467605
911.0,36.94395729911048,310.1242921683006,911.0,31.99384348024614,321.05846037343144,911.0,38.97366082854569,323.5577941350639,911.0,48.33679945894983,318.03790978807956,911.0,46.26619445672259,313.7712109196,911.0,39.07143482216634,320.49125741189346
912.0,37.398734314134344,311.1853092042729,912.0,31.972828348982148,322.3334286250174,912.0,38.73444622149691,324.69978598086163,912.0,48.173227288411,319.3659766144119,912.0,45.98494317452423,314.59830171149224,912.0,38.89182145509403,321.8375427168794
913.0,37.92824131750967,312.4878347511403,913.0,32.03507122234441,323.3325268966146,913.0,38.2105266636936,324.9683922659606,913.0,48.30989389808383,320.6250614193268,913.0,45.53209770040121,315.3301498168148,913.0,38.637782633071765,322.92384174373
914.0,38.09943092591129,313.56266016466543,914.0,32.27225850825198,324.22361183539033,914.0,38.02522660291288,325.70465073315427,914.0,48.32035251788329,321.90054858475924,914.0,45.914784207590856,316.94446362089366,914.0,39.26080245547928,324.2833573035896
915.0,37.80031032417901,314.51883635064587,915.0,32.30424382502679,325.14828010555357,915.0,37.993041426176205,326.70219257986173,915.0,48.347462853067555,323.1208617789671,915.0,45.96484210877679,318.6826740712859,915.0,39.784317194251344,324.99433395825326
916.0,37.89555152342655,315.42606449872255,916.0,32.500004127272405,325.68750861566514,916.0,36.709438633639365,327.2170362463221,916.0,48.34126980707515,324.45152292307466,916.0,44.70479433471337,319.6784584680572,916.0,40.35230423056055,325.8723890967667
917.0,37.73776766634546,316.40305321104825,917.0,32.416441453038715,325.98185639688745,917.0,34.99674851121381,327.0224601062946,917.0,48.04245306667872,325.3892210437916,917.0,43.97922666883096,320.7200190220028,917.0,40.764739706297405,326.6369832698256
