second	id	x	y	z
197	1	-448.0734	-0.6139	52460.0936	0
198	1	-448.0712	-0.6139	52460.0980	0
199	1	-448.0708	-0.6139	52460.1063	0
200	1	-448.0822	-0.6139	52460.1093	0
201	1	-448.0858	-0.6139	52460.1104	0
202	1	-448.0818	-0.6139	52460.1108	0
203	1	-448.0806	-0.6139	52460.1108	0
204	1	-448.0805	-0.6139	52460.1108	0
205	1	-448.0889	-0.6139	52460.1107	0
206	1	-448.0812	-0.6139	52460.1172	0
207	1	-448.0812	-0.6139	52460.1197	0
208	1	-448.0839	-0.6139	52460.1139	0
209	1	-448.0850	-0.6139	52460.1117	0
210	1	-448.0830	-0.6139	52460.1174	0
211	1	-448.0849	-0.6139	52460.1195	0
212	1	-448.1003	-0.6139	52460.1203	0
213	1	-448.1176	-0.6139	52460.1205	0
214	1	-448.1151	-0.6139	52460.1140	0
215	1	-448.1120	-0.6139	52460.1115	0
216	1	-448.1149	-0.6139	52460.1171	0
217	1	-448.1268	-0.6139	52460.1192	0
218	1	-448.1247	-0.6139	52460.1200	0
219	1	-448.1178	-0.6139	52460.1203	0
220	1	-448.1177	-0.6139	52460.1203	0
221	1	-448.1166	-0.6139	52460.1203	0
222	1	-448.1108	-0.6139	52460.1335	0
223	1	-448.1232	-0.6139	52460.1384	0
224	1	-448.1336	-0.6139	52460.1402	0
225	1	-448.1433	-0.6139	52460.1408	0
226	1	-448.1440	-0.6139	52460.1410	0
227	1	-448.1396	-0.6139	52460.1475	0
228	1	-448.1381	-0.6139	52460.1500	0
229	1	-448.1412	-0.6139	52460.1574	0
230	1	-448.1435	-0.6139	52460.1601	0
231	1	-448.1441	-0.6139	52460.1544	0
232	1	-448.1436	-0.6139	52460.1521	0
233	1	-448.1516	-0.6139	52460.1512	0
234	1	-448.1541	-0.6139	52460.1508	0
235	1	-448.1601	-0.6139	52460.1572	0
236	1	-448.1623	-0.6139	52460.1596	0
237	1	-448.1627	-0.6139	52460.1604	0
238	1	-448.1601	-0.6139	52460.1607	0
239	1	-448.1506	-0.6139	52460.1673	0
240	1	-448.1442	-0.6139	52460.1764	0
241	1	-448.1362	-0.6139	52460.1863	0
242	1	-448.1178	-0.6139	52460.1833	0
243	1	-448.1079	-0.6139	52460.1754	0
244	1	-448.1008	-0.6139	52460.1724	0
245	1	-448.0938	-0.6139	52460.1843	0
246	1	-448.0946	-0.6139	52460.1888	0
247	1	-448.0931	-0.6139	52460.1971	0
248	1	-448.0924	-0.6139	52460.2067	0
249	1	-448.0823	-0.6139	52460.2102	0
250	1	-448.0721	-0.6139	52460.2047	0
251	1	-448.0532	-0.6139	52460.2025	0
252	1	-448.0449	-0.6139	52460.2082	0
253	1	-448.0375	-0.6139	52460.2037	0
254	1	-448.0267	-0.6139	52460.2019	0
255	1	-447.9949	-0.6139	52460.1945	0
256	1	-447.9767	-0.6139	52460.1983	0
257	1	-447.9601	-0.6139	52460.2063	0
258	1	-447.9468	-0.6139	52460.2159	0
259	1	-447.9514	-0.6139	52460.2128	0
260	1	-447.9498	-0.6139	52460.2050	0
261	1	-447.9283	-0.6139	52460.2020	0
262	1	-447.9097	-0.6139	52460.2008	0
263	1	-447.8930	-0.6139	52460.2003	0
264	1	-447.8850	-0.6139	52460.2068	0
265	1	-447.8695	-0.6139	52460.2158	0
266	1	-447.8536	-0.6139	52460.2125	0
267	1	-447.8299	-0.6139	52460.2112	0
268	1	-447.8155	-0.6139	52460.2107	0
269	1	-447.8107	-0.6139	52460.2105	0
270	1	-447.8049	-0.6139	52460.2169	0
271	1	-447.8111	-0.6139	52460.2128	0
272	1	-447.8034	-0.6139	52460.2112	0
273	1	-447.7898	-0.6139	52460.2040	0
274	1	-447.7752	-0.6139	52460.2078	0
275	1	-447.7620	-0.6139	52460.2093	0
276	1	-447.7475	-0.6139	52460.2164	0
277	1	-447.7352	-0.6139	52460.2125	0
278	1	-447.7208	-0.6139	52460.2044	0
279	1	-447.7059	-0.6139	52460.2013	0
280	1	-447.6951	-0.6139	52460.2002	0
281	1	-447.6830	-0.6139	52460.2063	0
282	1	-447.6771	-0.6139	52460.2153	0
283	1	-447.6831	-0.6139	52460.2187	0
284	1	-447.6796	-0.6139	52460.2200	0
285	1	-447.6632	-0.6139	52460.2204	0
286	1	-447.6553	-0.6139	52460.2139	0
287	1	-447.6440	-0.6139	52460.2180	0
288	1	-447.6376	-0.6139	52460.2262	0
289	1	-447.6166	-0.6139	52460.2292	0
290	1	-447.6047	-0.6139	52460.2237	0
291	1	-447.5953	-0.6139	52460.2216	0
292	1	-447.5787	-0.6139	52460.2272	0
293	1	-447.5667	-0.6139	52460.2360	0
294	1	-447.5547	-0.6139	52460.2459	0
295	1	-447.5581	-0.6139	52460.2496	0
296	1	-447.5524	-0.6139	52460.2508	0
297	1	-447.5372	-0.6139	52460.2446	0
298	1	-447.5170	-0.6139	52460.2487	0
299	1	-447.5112	-0.6139	52460.2569	0
300	1	-447.5050	-0.6139	52460.2598	0
301	1	-447.4877	-0.6139	52460.2475	0
302	1	-447.4659	-0.6139	52460.2429	0
303	1	-447.4277	-0.6139	52460.2477	0
304	1	-447.4164	-0.6139	52460.2495	0
305	1	-447.4234	-0.6139	52460.2502	0
306	1	-447.4234	-0.6139	52460.2568	0
307	1	-447.4161	-0.6139	52460.2724	0
308	1	-447.4026	-0.6139	52460.2718	0
309	1	-447.3819	-0.6139	52460.2715	0
310	1	-447.3619	-0.6139	52460.2713	0
311	1	-447.3477	-0.6139	52460.2778	0
312	1	-447.3347	-0.6139	52460.2801	0
313	1	-447.3077	-0.6139	52460.2742	0
314	1	-447.2872	-0.6139	52460.2719	0
315	1	-447.2658	-0.6139	52460.2710	0
316	1	-447.2613	-0.6139	52460.2772	0
317	1	-447.2615	-0.6139	52460.2795	0
318	1	-447.2578	-0.6139	52460.2868	0
319	1	-447.2573	-0.6139	52460.2896	0
320	1	-447.2391	-0.6139	52460.2906	0
321	1	-447.2352	-0.6139	52460.2776	0
322	1	-447.2125	-0.6139	52460.2858	0
323	1	-447.1975	-0.6139	52460.2890	0
324	1	-447.1780	-0.6139	52460.2969	0
325	1	-447.1621	-0.6139	52460.2997	0
326	1	-447.1345	-0.6139	52460.3007	0
327	1	-447.1126	-0.6139	52460.2942	0
328	1	-447.1053	-0.6139	52460.2918	0
329	1	-447.0918	-0.6139	52460.2974	0
330	1	-447.0883	-0.6139	52460.3061	0
331	1	-447.0811	-0.6139	52460.3027	0
332	1	-447.0644	-0.6139	52460.3080	0
333	1	-447.0394	-0.6139	52460.3033	0
334	1	-447.0232	-0.6139	52460.3015	0
335	1	-447.0139	-0.6139	52460.3007	0
336	1	-447.0085	-0.6139	52460.3139	0
337	1	-446.9880	-0.6139	52460.3120	0
338	1	-446.9586	-0.6139	52460.3112	0
339	1	-446.9307	-0.6139	52460.3109	0
340	1	-446.9200	-0.6139	52460.3107	0
341	1	-446.9227	-0.6139	52460.3106	0
342	1	-446.9145	-0.6139	52460.3169	0
343	1	-446.9065	-0.6139	52460.3194	0
344	1	-446.8913	-0.6139	52460.3203	0
345	1	-446.8758	-0.6139	52460.3206	0
346	1	-446.8547	-0.6139	52460.3207	0
347	1	-446.8233	-0.6139	52460.3206	0
348	1	-446.8037	-0.6139	52460.3274	0
349	1	-446.7882	-0.6139	52460.3297	0
350	1	-446.7886	-0.6139	52460.3237	0
351	1	-446.7786	-0.6139	52460.3215	0
352	1	-446.7875	-0.6139	52460.3140	0
353	1	-446.7489	-0.6139	52460.3241	0
354	1	-446.7398	-0.6139	52460.3353	0
355	1	-446.7642	-0.6139	52460.3391	0
356	1	-446.7499	-0.6139	52460.3404	0
357	1	-446.7576	-0.6139	52460.3340	0
358	1	-446.7601	-0.6139	52460.3317	0
359	1	-446.7703	-0.6139	52460.3372	0
360	1	-446.7798	-0.6139	52460.3456	0
361	1	-446.7736	-0.6139	52460.3427	0
362	1	-446.7525	-0.6139	52460.3351	0
363	1	-446.7216	-0.6139	52460.3320	0
364	1	-446.7047	-0.6139	52460.3308	0
365	1	-446.6863	-0.6139	52460.3433	0
366	1	-446.6836	-0.6139	52460.3481	0
367	1	-446.6835	-0.6139	52460.3499	0
368	1	-446.6672	-0.6139	52460.3505	0
369	1	-446.6471	-0.6139	52460.3507	0
370	1	-446.6268	-0.6139	52460.3573	0
371	1	-446.6059	-0.6139	52460.3598	0
372	1	-446.5982	-0.6139	52460.3672	0
373	1	-446.5813	-0.6139	52460.3699	0
374	1	-446.5640	-0.6139	52460.3709	0
375	1	-446.5464	-0.6139	52460.3646	0
376	1	-446.5239	-0.6139	52460.3555	0
377	1	-446.5019	-0.6139	52460.3586	0
378	1	-446.4865	-0.6139	52460.3729	0
379	1	-446.4934	-0.6139	52460.3717	0
380	1	-446.4833	-0.6139	52460.3712	0
381	1	-446.4611	-0.6139	52460.3709	0
382	1	-446.4463	-0.6139	52460.3707	0
383	1	-446.4367	-0.6139	52460.3772	0
384	1	-446.4293	-0.6139	52460.3863	0
385	1	-446.4185	-0.6139	52460.3896	0
386	1	-446.3873	-0.6139	52460.3974	0
387	1	-446.3710	-0.6139	52460.3869	0
388	1	-446.3467	-0.6139	52460.3829	0
389	1	-446.3262	-0.6139	52460.3879	0
390	1	-446.3295	-0.6139	52460.3898	0
391	1	-446.3283	-0.6139	52460.3970	0
392	1	-446.3251	-0.6139	52460.3931	0
393	1	-446.3118	-0.6139	52460.3981	0
394	1	-446.2988	-0.6139	52460.4000	0
395	1	-446.2926	-0.6139	52460.4072	0
396	1	-446.2794	-0.6139	52460.4165	0
397	1	-446.2633	-0.6139	52460.4265	0
398	1	-446.2488	-0.6139	52460.4235	0
399	1	-446.2284	-0.6139	52460.4158	0
400	1	-446.2035	-0.6139	52460.4127	0
401	1	-446.1894	-0.6139	52460.4180	0
402	1	-446.1739	-0.6139	52460.4265	0
403	1	-446.1601	-0.6139	52460.4363	0
404	1	-446.1458	-0.6139	52460.4466	0
405	1	-446.1194	-0.6139	52460.4502	0
406	1	-446.1043	-0.6139	52460.4447	0
407	1	-446.0884	-0.6139	52460.4492	0
408	1	-446.0761	-0.6139	52460.4574	0
409	1	-446.0463	-0.6139	52460.4604	0
410	1	-446.0203	-0.6139	52460.4613	0
411	1	-445.9897	-0.6139	52460.4616	0
412	1	-445.9638	-0.6139	52460.4548	0
413	1	-445.9557	-0.6139	52460.4589	0
414	1	-445.9455	-0.6139	52460.4668	0
415	1	-445.9515	-0.6139	52460.4698	0
416	1	-445.9348	-0.6139	52460.4775	0
417	1	-445.8945	-0.6139	52460.4737	0
418	1	-445.8693	-0.6139	52460.4721	0
419	1	-445.8559	-0.6139	52460.4714	0
420	1	-445.8526	-0.6139	52460.4777	0
421	1	-445.8327	-0.6139	52460.4800	0
422	1	-445.8047	-0.6139	52460.4741	0
423	1	-445.7828	-0.6139	52460.4719	0
424	1	-445.7621	-0.6139	52460.4644	0
425	1	-445.7485	-0.6139	52460.4681	0
426	1	-445.7391	-0.6139	52460.4695	0
427	1	-445.7376	-0.6139	52460.4700	0
428	1	-445.7594	-0.6139	52460.4702	0
429	1	-445.7249	-0.6139	52460.4703	0
430	1	-445.6815	-0.6139	52460.4702	0
431	1	-445.6580	-0.6139	52460.4769	0
432	1	-445.6350	-0.6139	52460.4727	0
433	1	-445.6044	-0.6139	52460.4777	0
434	1	-445.5826	-0.6139	52460.4730	0
435	1	-445.5581	-0.6139	52460.4711	0
436	1	-445.5400	-0.6139	52460.4704	0
437	1	-445.5227	-0.6139	52460.4767	0
438	1	-445.5079	-0.6139	52460.4857	0
465	1	-445.0119	-0.6139	52460.5301	0
466	1	-445.0052	-0.6139	52460.4963	0
467	1	-444.9799	-0.6139	52460.5305	0
468	1	-444.9677	-0.6139	52460.5376	0
469	1	-444.9574	-0.6139	52460.5135	0
470	1	-444.9380	-0.6139	52460.5176	0
472	1	-444.9048	-0.6139	52460.5359	0
473	1	-444.8786	-0.6139	52460.5472	0
474	1	-444.8617	-0.6139	52460.5645	0
475	1	-444.8558	-0.6139	52460.5840	0
476	1	-444.8507	-0.6139	52460.5842	0
477	1	-444.8370	-0.6139	52460.5906	0
478	1	-444.8175	-0.6139	52460.5861	0
479	1	-444.8077	-0.6139	52460.5908	0
480	1	-444.8007	-0.6139	52460.5923	0
481	1	-444.7877	-0.6139	52460.5926	0
482	1	-444.7631	-0.6139	52460.6123	0
483	1	-444.7724	-0.6139	52460.5929	0
484	1	-444.7628	-0.6139	52460.5923	0
485	1	-444.7545	-0.6139	52460.6050	0
486	1	-444.7542	-0.6139	52460.6097	0
487	1	-444.7551	-0.6139	52460.6113	0
488	1	-444.7595	-0.6139	52460.6184	0
489	1	-444.7628	-0.6139	52460.6077	0
490	1	-444.7553	-0.6139	52460.6101	0
491	1	-444.7570	-0.6139	52460.6175	0
492	1	-444.7539	-0.6139	52460.6334	0
493	1	-444.7538	-0.6139	52460.6260	0
494	1	-444.7430	-0.6139	52460.6166	0
495	1	-444.7334	-0.6139	52460.6129	0
496	1	-444.7365	-0.6139	52460.6180	0
497	1	-444.7395	-0.6139	52460.6199	0
498	1	-444.7404	-0.6139	52460.6271	0
499	1	-444.7460	-0.6139	52460.6364	0
500	1	-444.7316	-0.6139	52460.6398	0
501	1	-444.7258	-0.6139	52460.6410	0
502	1	-444.7212	-0.6139	52460.6479	0
503	1	-444.7142	-0.6139	52460.6570	0
504	1	-444.7092	-0.6139	52460.6669	0
505	1	-444.6947	-0.6139	52460.6705	0
506	1	-444.6808	-0.6139	52460.6651	0
507	1	-444.6727	-0.6139	52460.6629	0
508	1	-444.6684	-0.6139	52460.6685	0
509	1	-444.6694	-0.6139	52460.6771	0
510	1	-444.6758	-0.6139	52460.6803	0
511	1	-444.6733	-0.6139	52460.6879	0
512	1	-444.6784	-0.6139	52460.6840	0
513	1	-444.6693	-0.6139	52460.6890	0
514	1	-444.6661	-0.6139	52460.7040	0
515	1	-444.6655	-0.6139	52460.7095	0
516	1	-444.6472	-0.6139	52460.7048	0
517	1	-444.6361	-0.6139	52460.7029	0
518	1	-444.6269	-0.6139	52460.7020	0
519	1	-444.6241	-0.6139	52460.7016	0
520	1	-444.6244	-0.6139	52460.7079	0
521	1	-444.6411	-0.6139	52460.7102	0
522	1	-444.6458	-0.6139	52460.7175	0
523	1	-444.6475	-0.6139	52460.7202	0
524	1	-444.6458	-0.6139	52460.7211	0
525	1	-444.6598	-0.6139	52460.7214	0
526	1	-444.6599	-0.6139	52460.7344	0
527	1	-444.6713	-0.6139	52460.7394	0
528	1	-444.6724	-0.6139	52460.7411	0
529	1	-444.6643	-0.6139	52460.7416	0
530	1	-444.6640	-0.6139	52460.7416	0
531	1	-444.6731	-0.6139	52460.7415	0
532	1	-444.6806	-0.6139	52460.7546	0
533	1	-444.7014	-0.6139	52460.7660	0
534	1	-444.7205	-0.6139	52460.7702	0
535	1	-444.7387	-0.6139	52460.7518	0
536	1	-444.7485	-0.6139	52460.7513	0
537	1	-444.7623	-0.6139	52460.7248	0
538	1	-444.7706	-0.6139	52460.7599	0
539	1	-444.7779	-0.6139	52460.7874	0
540	1	-444.7872	-0.6139	52460.7842	0
541	1	-444.7844	-0.6139	52460.7828	0
542	1	-444.7832	-0.6139	52460.7888	0
543	1	-444.7974	-0.6139	52460.7776	0
544	1	-444.7937	-0.6139	52460.8060	0
545	1	-444.7950	-0.6139	52460.8303	0
546	1	-444.8116	-0.6139	52460.8325	0
547	1	-444.8194	-0.6139	52460.8463	0
548	1	-444.8266	-0.6139	52460.8512	0
549	1	-444.8369	-0.6139	52460.8594	0
550	1	-444.8438	-0.6139	52460.8622	0
551	1	-444.8549	-0.6139	52460.8630	0
552	1	-444.8612	-0.6139	52460.8631	0
553	1	-444.8574	-0.6139	52460.8695	0
554	1	-444.8606	-0.6139	52460.8717	0
555	1	-444.8577	-0.6139	52460.8724	0
556	1	-444.8642	-0.6139	52460.8724	0
557	1	-444.8757	-0.6139	52460.8788	0
558	1	-444.8938	-0.6139	52460.8811	0
559	1	-444.8985	-0.6139	52460.8884	0
560	1	-444.9022	-0.6139	52460.8910	0
561	1	-444.9074	-0.6139	52460.8918	0
562	1	-444.9195	-0.6139	52460.9051	0
563	1	-444.9264	-0.6139	52460.9166	0
564	1	-444.9290	-0.6139	52460.9208	0
565	1	-444.9354	-0.6139	52460.9089	0
566	1	-444.9432	-0.6139	52460.8977	0
567	1	-444.9411	-0.6139	52460.9130	0
568	1	-444.9515	-0.6139	52460.9254	0
569	1	-444.9826	-0.6139	52460.9365	0
570	1	-445.0066	-0.6139	52460.9472	0
571	1	-445.0337	-0.6139	52460.9444	0
572	1	-445.0525	-0.6139	52460.9365	0
573	1	-445.0597	-0.6139	52460.9334	0
574	1	-445.0616	-0.6139	52460.9386	0
575	1	-445.0743	-0.6139	52460.9405	0
576	1	-445.0892	-0.6139	52460.9280	0
577	1	-445.0848	-0.6139	52460.9232	0
578	1	-445.0813	-0.6139	52460.9213	0
579	1	-445.0988	-0.6139	52460.9140	0
580	1	-445.1390	-0.6139	52460.9243	0
581	1	-445.1820	-0.6139	52460.9480	0
582	1	-445.2412	-0.6139	52460.9437	0
583	1	-445.3007	-0.6139	52460.9421	0
584	1	-445.3340	-0.6139	52460.9282	0
585	1	-445.3596	-0.6139	52460.9098	0
586	1	-445.3681	-0.6139	52460.9093	0
587	1	-445.3594	-0.6139	52460.9418	0
588	1	-445.3572	-0.6139	52460.9744	0
589	1	-445.3615	-0.6139	52460.9864	0
590	1	-445.3664	-0.6139	52460.9907	0
591	1	-445.3844	-0.6139	52460.9988	0
592	1	-445.4059	-0.6139	52461.0148	0
593	1	-445.4395	-0.6139	52461.0206	0
594	1	-445.4640	-0.6139	52461.0225	0
595	1	-445.4822	-0.6139	52461.0230	0
596	1	-445.5143	-0.6139	52461.0229	0
597	1	-445.5582	-0.6139	52461.0227	0
598	1	-445.5846	-0.6139	52461.0422	0
599	1	-445.6052	-0.6139	52461.0494	0
600	1	-445.6241	-0.6139	52461.0519	0
601	1	-445.6487	-0.6139	52461.0394	0
602	1	-445.6758	-0.6139	52461.0345	0
603	1	-445.6954	-0.6139	52461.0522	0
604	1	-445.7245	-0.6139	52461.0654	0
605	1	-445.7522	-0.6139	52461.0703	0
606	1	-445.7871	-0.6139	52461.0719	0
607	1	-445.8189	-0.6139	52461.0525	0
608	1	-445.8447	-0.6139	52461.0452	0
609	1	-445.8533	-0.6139	52461.0618	0
610	1	-445.8747	-0.6139	52461.0748	0
611	1	-445.8926	-0.6139	52461.0795	0
612	1	-445.9252	-0.6139	52461.0878	0
613	1	-445.9523	-0.6139	52461.0842	0
614	1	-445.9678	-0.6139	52461.0958	0
615	1	-445.9903	-0.6139	52461.1199	0
616	1	-446.0237	-0.6139	52461.1288	0
617	1	-446.0517	-0.6139	52461.1319	0
618	1	-446.0746	-0.6139	52461.1328	0
619	1	-446.0931	-0.6139	52461.1395	0
620	1	-446.1056	-0.6139	52461.1484	0
621	1	-446.1298	-0.6139	52461.1516	0
622	1	-446.1446	-0.6139	52461.1525	0
623	1	-446.1647	-0.6139	52461.1460	0
624	1	-446.1830	-0.6139	52461.1435	0
625	1	-446.1960	-0.6139	52461.1489	0
626	1	-446.2131	-0.6139	52461.1706	0
627	1	-446.2323	-0.6139	52461.1853	0
628	1	-446.2571	-0.6139	52461.1906	0
629	1	-446.2742	-0.6139	52461.1924	0
630	1	-446.2844	-0.6139	52461.1928	0
631	1	-446.3038	-0.6139	52461.1927	0
632	1	-446.3300	-0.6139	52461.1991	0
633	1	-446.3473	-0.6139	52461.2079	0
634	1	-446.3593	-0.6139	52461.2111	0
635	1	-446.3575	-0.6139	52461.2055	0
636	1	-446.3759	-0.6139	52461.2098	0
637	1	-446.3932	-0.6139	52461.2047	0
638	1	-446.4110	-0.6139	52461.2157	0
639	1	-446.4415	-0.6139	52461.2198	0
640	1	-446.4601	-0.6139	52461.2213	0
641	1	-446.4775	-0.6139	52461.2217	0
642	1	-446.4880	-0.6139	52461.2150	0
643	1	-446.5222	-0.6139	52461.2190	0
644	1	-446.5418	-0.6139	52461.2270	0
645	1	-446.5547	-0.6139	52461.2366	0
646	1	-446.5500	-0.6139	52461.2533	0
647	1	-446.5483	-0.6139	52461.2528	0
648	1	-446.5554	-0.6139	52461.2524	0
649	1	-446.5668	-0.6139	52461.2587	0
650	1	-446.5754	-0.6139	52461.2808	0
651	1	-446.5956	-0.6139	52461.2890	0
652	1	-446.6172	-0.6139	52461.2918	0
653	1	-446.6244	-0.6139	52461.2992	0
654	1	-446.6281	-0.6139	52461.3085	0
655	1	-446.6426	-0.6139	52461.3183	0
656	1	-446.6512	-0.6139	52461.3350	0
657	1	-446.6653	-0.6139	52461.3343	0
658	1	-446.6645	-0.6139	52461.3404	0
659	1	-446.6733	-0.6139	52461.3424	0
660	1	-446.6814	-0.6139	52461.3496	0
661	1	-446.6849	-0.6139	52461.3652	0
662	1	-446.7135	-0.6139	52461.3642	0
663	1	-446.7366	-0.6139	52461.3702	0
664	1	-446.7580	-0.6139	52461.3722	0
665	1	-446.7724	-0.6139	52461.3662	0
666	1	-446.7975	-0.6139	52461.3703	0
667	1	-446.8250	-0.6139	52461.3848	0
668	1	-446.8335	-0.6139	52461.3967	0
669	1	-446.8353	-0.6139	52461.4077	0
670	1	-446.8355	-0.6139	52461.4115	0
671	1	-446.8758	-0.6139	52461.4058	0
672	1	-446.9067	-0.6139	52461.4103	0
673	1	-446.9268	-0.6139	52461.4248	0
674	1	-446.9676	-0.6139	52461.4434	0
675	1	-446.9874	-0.6139	52461.4502	0
676	1	-446.9922	-0.6139	52461.4524	0
677	1	-447.0192	-0.6139	52461.4529	0
678	1	-447.0816	-0.6139	52461.4530	0
679	1	-447.1082	-0.6139	52461.4657	0
680	1	-447.1305	-0.6139	52461.4772	0
681	1	-447.1681	-0.6139	52461.4813	0
682	1	-447.1850	-0.6139	52461.4827	0
683	1	-447.2157	-0.6139	52461.4764	0
684	1	-447.2220	-0.6139	52461.4868	0
685	1	-447.2410	-0.6139	52461.4973	0
686	1	-447.2327	-0.6139	52461.5143	0
687	1	-447.2798	-0.6139	52461.5134	0
688	1	-447.3326	-0.6139	52461.5065	0
689	1	-447.3566	-0.6139	52461.5103	0
690	1	-447.3413	-0.6139	52461.5181	0
691	1	-447.3984	-0.6139	52461.5347	0
692	1	-447.4039	-0.6139	52461.5403	0
693	1	-447.4676	-0.6139	52461.5420	0
694	1	-447.5032	-0.6139	52461.5427	0
695	1	-447.5512	-0.6139	52461.5363	0
696	1	-447.5906	-0.6139	52461.5527	0
697	1	-447.6206	-0.6139	52461.5719	0
698	1	-447.6470	-0.6139	52461.5794	0
699	1	-447.6703	-0.6139	52461.5820	0
700	1	-447.7024	-0.6139	52461.5828	0
701	1	-447.7228	-0.6139	52461.5894	0
702	1	-447.7351	-0.6139	52461.6047	0
703	1	-447.7637	-0.6139	52461.6104	0
704	1	-447.7855	-0.6139	52461.6124	0
705	1	-447.7924	-0.6139	52461.6129	0
706	1	-447.8013	-0.6139	52461.6194	0
707	1	-447.8156	-0.6139	52461.6283	0
708	1	-447.8338	-0.6139	52461.6446	0
709	1	-447.8647	-0.6139	52461.6506	0
710	1	-447.8909	-0.6139	52461.6526	0
711	1	-447.9143	-0.6139	52461.6531	0
712	1	-447.9158	-0.6139	52461.6530	0
713	1	-447.9507	-0.6139	52461.6461	0
714	1	-447.9740	-0.6139	52461.6630	0
715	1	-447.9869	-0.6139	52461.6826	0
716	1	-447.9964	-0.6139	52461.6898	0
717	1	-448.0079	-0.6139	52461.6856	0
718	1	-448.0213	-0.6139	52461.6904	0
719	1	-448.0280	-0.6139	52461.7117	0
720	1	-448.0501	-0.6139	52461.7395	0
721	1	-448.0914	-0.6139	52461.7430	0
722	1	-448.1365	-0.6139	52461.7309	0
723	1	-448.1421	-0.6139	52461.7391	0
724	1	-448.1521	-0.6139	52461.7486	0
725	1	-448.1724	-0.6139	52461.7519	0
726	1	-448.2064	-0.6139	52461.7660	0
727	1	-448.2199	-0.6139	52461.7777	0
728	1	-448.2195	-0.6139	52461.7819	0
729	1	-448.2267	-0.6139	52461.7832	0
730	1	-448.2416	-0.6139	52461.7834	0
731	1	-448.2634	-0.6139	52461.8029	0
732	1	-448.2951	-0.6139	52461.8299	0
733	1	-448.3252	-0.6139	52461.8332	0
734	1	-448.3440	-0.6139	52461.8275	0
735	1	-448.3601	-0.6139	52461.8317	0
736	1	-448.3638	-0.6139	52461.8461	0
737	1	-448.3838	-0.6139	52461.8579	0
738	1	-448.4215	-0.6139	52461.8687	0
739	1	-448.4436	-0.6139	52461.8659	0
740	1	-448.4570	-0.6139	52461.8646	0
741	1	-448.4711	-0.6139	52461.8834	0
742	1	-448.4693	-0.6139	52461.9101	0
743	1	-448.4920	-0.6139	52461.9199	0
744	1	-448.5220	-0.6139	52461.9365	0
745	1	-448.5413	-0.6139	52461.9489	0
746	1	-448.5449	-0.6139	52461.9533	0
747	1	-448.5435	-0.6139	52461.9611	0
748	1	-448.5707	-0.6139	52461.9636	0
749	1	-448.6001	-0.6139	52461.9775	0
750	1	-448.6133	-0.6139	52461.9824	0
751	1	-448.6076	-0.6139	52461.9905	0
752	1	-448.6063	-0.6139	52461.9932	0
753	1	-448.6050	-0.6139	52462.0202	0
754	1	-448.6107	-0.6139	52462.0566	0
755	1	-448.6257	-0.6139	52462.0699	0
756	1	-448.6606	-0.6139	52462.0744	0
757	1	-448.6719	-0.6139	52462.0691	0
758	1	-448.6553	-0.6139	52462.0732	0
759	1	-448.6552	-0.6139	52462.0809	0
760	1	-448.6959	-0.6139	52462.0967	0
761	1	-448.7124	-0.6139	52462.1154	0
762	1	-448.7026	-0.6139	52462.1157	0
763	1	-448.7005	-0.6139	52462.1087	0
764	1	-448.6956	-0.6139	52462.1189	0
765	1	-448.6851	-0.6139	52462.1487	0
766	1	-448.7012	-0.6139	52462.1730	0
767	1	-448.7255	-0.6139	52462.1817	0
768	1	-448.7434	-0.6139	52462.1846	0
769	1	-448.7487	-0.6139	52462.1852	0
770	1	-448.7425	-0.6139	52462.2114	0
771	1	-448.7714	-0.6139	52462.2209	0
772	1	-448.7916	-0.6139	52462.2438	0
773	1	-448.8098	-0.6139	52462.2455	0
774	1	-448.8057	-0.6139	52462.2458	0
775	1	-448.8068	-0.6139	52462.2454	0
776	1	-448.8090	-0.6139	52462.2712	0
777	1	-448.8113	-0.6139	52462.3004	0
778	1	-448.8469	-0.6139	52462.3243	0
779	1	-448.8796	-0.6139	52462.3328	0
780	1	-448.8895	-0.6139	52462.3355	0
781	1	-448.8905	-0.6139	52462.3361	0
782	1	-448.8892	-0.6139	52462.3490	0
783	1	-448.9010	-0.6139	52462.3798	0
784	1	-448.9128	-0.6139	52462.3911	0
785	1	-448.9136	-0.6139	52462.3882	0
786	1	-448.9143	-0.6139	52462.3866	0
787	1	-448.9184	-0.6139	52462.3922	0
788	1	-448.9199	-0.6139	52462.4137	0
789	1	-448.9464	-0.6139	52462.4413	0
790	1	-448.9779	-0.6139	52462.4447	0
791	1	-448.9963	-0.6139	52462.4522	0
792	1	-449.0085	-0.6139	52462.4545	0
793	1	-449.0302	-0.6139	52462.4616	0
794	1	-449.0655	-0.6139	52462.4770	0
795	1	-449.1004	-0.6139	52462.4957	0
796	1	-449.1198	-0.6139	52462.5090	0
797	1	-449.1304	-0.6139	52462.5202	0
798	1	-449.1402	-0.6139	52462.5306	0
799	1	-449.1579	-0.6139	52462.5473	0
800	1	-449.1859	-0.6139	52462.5663	0
801	1	-449.2195	-0.6139	52462.5862	0
802	1	-449.2588	-0.6139	52462.5999	0
803	1	-449.2761	-0.6139	52462.6046	0
804	1	-449.2863	-0.6139	52462.6124	0
805	1	-449.3035	-0.6139	52462.6281	0
